expt_no	cell_line	inhibition_calc_method	first_agent	conc_first_agent	first_agent_inhibition	first_agent_stddev	second_agent	conc_second_agent	second_agent_inhibition	second_agent_stddev	combo_observed	combo_stddev	bliss	observed_bliss_diff
95	CFPAC-1	28	Rosiglitazone	0.01			0.1% DMSO				-9.65	2.6055		
95	CFPAC-1	28	Flavopiridol	0.16			0.1% DMSO				-7.46	1.6412		
95	CFPAC-1	28	BRD-7389	0.63			0.1% DMSO				-4.32	6.0048		
96	PL45	28	AZD-8931	0.01			0.1% DMSO				1.07	6.9015		
90	MiaPaCa-2	28	PD173074	0.04			0.1% DMSO				1.27	7.1501		
90	MiaPaCa-2	28	Cerulenin	0.08			0.1% DMSO				-4.87	0.2435		
95	CFPAC-1	28	Crizotinib	0.0003			0.1% DMSO				-1.84	4.1952		
90	MiaPaCa-2	28	Sorafenib	0.08			0.1% DMSO				-10.55	1.899		
90	MiaPaCa-2	28	JNK inhibitor II	0.001			0.1% DMSO				2.33	5.825		
90	MiaPaCa-2	28	MK-2206	0.3			0.1% DMSO				8.6	3.01		
95	CFPAC-1	28	Sorafenib	0.08			0.1% DMSO				-7.06	1.9768		
90	MiaPaCa-2	28	Nelfinavir	0.002			0.1% DMSO				2.24	5.6224		
90	MiaPaCa-2	28	Crizotinib	0.0003			0.1% DMSO				-4.68	7.3944		
90	MiaPaCa-2	28	Vemurafenib	10			0.1% DMSO				-4.88	24.4488		
95	CFPAC-1	28	AR-A014418	0.08			0.1% DMSO				-11.05	1.8785		
181	AsPC-1	28	SB225002	1.25			0.1% DMSO				4.26	7.242		
95	CFPAC-1	28	PD173074	0.04			0.1% DMSO				-9.76	3.904		
90	MiaPaCa-2	28	BI-2536	0.63			0.1% DMSO				64.05	2.562		
95	CFPAC-1	28	Vemurafenib	1.25			0.1% DMSO				-10.74	6.981		
95	CFPAC-1	28	CIP 13-74	0.0006			0.1% DMSO				-11.27	1.5778		
95	CFPAC-1	28	JK 184	1.25			0.1% DMSO				21.98	1.5386		
90	MiaPaCa-2	28	BRD-7389	0.63			0.1% DMSO				6.34	0.634		
95	CFPAC-1	28	Flavopiridol	0.005			0.1% DMSO				-11.48	0.574		
90	MiaPaCa-2	28	Carfilzomib	2.5			0.1% DMSO				93.79	0.9379		
95	CFPAC-1	28	Imatinib	0.002			0.1% DMSO				-9.18	1.5606		
90	MiaPaCa-2	28	PNU 74654	0.63			0.1% DMSO				-4.67	1.2142		
95	CFPAC-1	28	Docetaxel	0.04			0.1% DMSO				-6.9	1.518		
90	MiaPaCa-2	28	Bortezomib	0.002			0.1% DMSO				1.09	5.3955		
95	CFPAC-1	28	JNK inhibitor II	0.16			0.1% DMSO				-11.46	1.3752		
90	MiaPaCa-2	28	Flavopiridol	0.16			0.1% DMSO				-1	3.53		
95	CFPAC-1	28	BMS-754807	0.63			0.1% DMSO				-11.6	1.16		
90	MiaPaCa-2	28	NVP-TAE684	0.16			0.1% DMSO				4.17	3.5445		
95	CFPAC-1	28	Etoposide	0.3			0.1% DMSO				-9.26	3.7966		
95	CFPAC-1	28	Decitabine	0.002			0.1% DMSO				-11.21	1.5694		
95	CFPAC-1	28	AZD-7762	0.02			0.1% DMSO				-14.73	6.7758		
95	CFPAC-1	28	R428	5			0.1% DMSO				4.25	1.9975		
95	CFPAC-1	28	Mitomycin C	5			0.1% DMSO				41.98	1.2594		
95	CFPAC-1	28	BMS-754807	0.001			0.1% DMSO				-7.65	4.743		
95	CFPAC-1	28	Homoharringtonine	1.25			0.1% DMSO				15.13	5.9007		
95	CFPAC-1	28	BRD-7389	0.0006			0.1% DMSO				-13.49	1.2141		
95	CFPAC-1	28	Erlotinib	5			0.1% DMSO				0.77	2.8182		
90	MiaPaCa-2	28	Rosiglitazone	0.01			0.1% DMSO				-3.93	2.2794		
95	CFPAC-1	28	Cerulenin	5			0.1% DMSO				5.98	2.8106		
92	AsPC-1	28	Gefitinib	0.0003			0.1% DMSO				-6.62	20.853		
95	CFPAC-1	28	BIBW-2992	2.5			0.1% DMSO				-7.92	1.5048		
183	Capan-1	28	Bay-11-7082	0.02			0.1% DMSO				-5.94	8.7318		
95	CFPAC-1	28	Flavopiridol	0.0003			0.1% DMSO				-6.9	1.035		
95	CFPAC-1	28	Sunitinib	0.08			0.1% DMSO				-13.23	5.0274		
95	CFPAC-1	28	BX 513	0.005			0.1% DMSO				11.6	1.74		
179	MiaPaCa-2	28	5-fluorouracil	0.002			0.1% DMSO				1.54	5.8366		
95	CFPAC-1	28	BMS-754807	1.25			0.1% DMSO				-4.82	3.7114		
95	CFPAC-1	28	ABT-888	0.16			0.1% DMSO				-11.93	3.3404		
95	CFPAC-1	28	PX 12	0.04			0.1% DMSO				-17.96	3.0532		
90	MiaPaCa-2	28	Triptolide	0.02			0.1% DMSO				66.82	2.6728		
95	CFPAC-1	28	PNU 74654	0.0003			0.1% DMSO				-9.91	5.1532		
95	CFPAC-1	28	Triptolide	0.0006			0.1% DMSO				-13.1	6.419		
95	CFPAC-1	28	Tivantinib	0.005			0.1% DMSO				-11	4.62		
90	MiaPaCa-2	28	Stattic	0.01			0.1% DMSO				-10.41	2.2902		
95	CFPAC-1	28	Flavopiridol	0.001			0.1% DMSO				-7.67	1.8408		
95	CFPAC-1	28	Bosutinib	0.63			0.1% DMSO				-4.07	3.7444		
95	CFPAC-1	28	JK 184	0.01			0.1% DMSO				-10.72	1.608		
90	MiaPaCa-2	28	Gemcitabine	0.01			0.1% DMSO				-9.51	1.0461		
95	CFPAC-1	28	AZD-4547	0.002			0.1% DMSO				-9.7	8.342		
90	MiaPaCa-2	28	Gemcitabine	2.5			0.1% DMSO				36.84	6.2628		
179	MiaPaCa-2	28	Metformin	0.16			0.1% DMSO				-14.9	6.407		
90	MiaPaCa-2	28	AZD-7762	0.0003			0.1% DMSO				-2.96	5.2096		
95	CFPAC-1	28	Obatoclax	0.0006			0.1% DMSO				-10.53	2.3166		
95	CFPAC-1	28	MK-2206	1.25			0.1% DMSO				2.47	0.9139		
95	CFPAC-1	28	Flavopiridol	0.002			0.1% DMSO				-11.61	7.5465		
95	CFPAC-1	28	NVP-231	0.16			0.1% DMSO				-2.65	1.1925		
95	CFPAC-1	28	Sunitinib	0.16			0.1% DMSO				-10.48	2.5152		
90	MiaPaCa-2	28	Nutlin-3	0.02			0.1% DMSO				-6.14	4.1138		
95	CFPAC-1	28	PD173074	0.0006			0.1% DMSO				-7.3	2.993		
95	CFPAC-1	28	AZD-7762	5			0.1% DMSO				40.88	2.4528		
95	CFPAC-1	28	Docetaxel	0.005			0.1% DMSO				-6.16	9.4248		
95	CFPAC-1	28	BIBW-2992	0.0006			0.1% DMSO				-11.54	2.7696		
95	CFPAC-1	28	Erlotinib	0.001			0.1% DMSO				-7.02	6.3882		
90	MiaPaCa-2	28	Hydroxychloroquine	0.0003			0.1% DMSO				-1.67	1.1022		
95	CFPAC-1	28	Dovitinib	0.02			0.1% DMSO				9.32	2.2368		
90	MiaPaCa-2	28	Stattic	0.02			0.1% DMSO				-4.51	1.8942		
95	CFPAC-1	28	Tozasertib	0.08			0.1% DMSO				-4.47	0.6258		
95	CFPAC-1	28	NVP-231	0.0006			0.1% DMSO				-6.36	1.7808		
95	CFPAC-1	28	XAV 939	0.0003			0.1% DMSO				-5.5	3.025		
92	Hs766T	28	BMS-536924	1.25			0.1% DMSO				-9.12	10.944		
95	CFPAC-1	28	Carfilzomib	0.01			0.1% DMSO				-11.01	5.0646		
95	CFPAC-1	28	Stattic	0.005			0.1% DMSO				-11.12	6.116		
95	CFPAC-1	28	Vemurafenib	0.16			0.1% DMSO				-6	2.46		
95	CFPAC-1	28	Syk Inhibitor	1.25			0.1% DMSO				-12.02	4.4474		
95	CFPAC-1	28	Mitomycin C	0.16			0.1% DMSO				12.24	5.6304		
96	PL45	28	Vinorelbine	0.16			0.1% DMSO				60.35	2.414		
95	CFPAC-1	28	Rosiglitazone	0.001			0.1% DMSO				-9.75	1.8525		
95	CFPAC-1	28	MK-2206	5			0.1% DMSO				10.33	1.033		
95	CFPAC-1	28	Obatoclax	0.01			0.1% DMSO				-15.7	3.454		
95	CFPAC-1	28	17-DMAG	5			0.1% DMSO				25.67	2.567		
95	CFPAC-1	28	Triptolide	1.25			0.1% DMSO				12.34	3.3318		
90	MiaPaCa-2	28	Bosutinib	0.08			0.1% DMSO				0.41	3.4768		
95	CFPAC-1	28	Nutlin-3	0.3			0.1% DMSO				-7.82	2.737		
95	CFPAC-1	28	CIP 13-74	0.63			0.1% DMSO				-21.47	1.5029		
95	CFPAC-1	28	Carboplatin	0.01			0.1% DMSO				-7.35	5.5125		
90	MiaPaCa-2	28	AZD-4547	0.08			0.1% DMSO				-0.79	6.4148		
95	CFPAC-1	28	Obatoclax	0.001			0.1% DMSO				-11.37	5.7987		
96	PL45	28	MK-2206	1.25			0.1% DMSO				21.1	6.119		
95	CFPAC-1	28	NVP-TAE684	0.01			0.1% DMSO				-13.53	1.353		
90	MiaPaCa-2	28	AZD-7762	0.005			0.1% DMSO				-6.04	1.5704		
95	CFPAC-1	28	Gemcitabine	0.0003			0.1% DMSO				-7.81	3.9831		
90	MiaPaCa-2	28	BI-2536	5			0.1% DMSO				81.51	3.2604		
95	CFPAC-1	28	Piperlongumine	0.3			0.1% DMSO				-11.34	2.3814		
96	PL45	28	BEZ-235	0.25			0.1% DMSO				71.12	1.4224		
95	CFPAC-1	28	Crizotinib	0.63			0.1% DMSO				-9.33	2.1459		
95	CFPAC-1	28	Carboplatin	0.002			0.1% DMSO				-4.02	2.1306		
95	CFPAC-1	28	CIP 13-74	10			0.1% DMSO				10.57	7.8218		
90	MiaPaCa-2	28	BI-2536	2.5			0.1% DMSO				78.18	2.3454		
95	CFPAC-1	28	Temsirolimus	1.25			0.1% DMSO				3.59	3.6977		
90	MiaPaCa-2	28	Tipifarnib	0.01			0.1% DMSO				-6.46	7.2352		
95	CFPAC-1	28	Bosutinib	2.5			0.1% DMSO				1.44	8.1648		
179	PANC-1	28	GANT61	1.25			0.1% DMSO				6.27	1.1286		
95	CFPAC-1	28	Ritonavir	1.25			0.1% DMSO				-4.11	3.1236		
95	CFPAC-1	28	JNK inhibitor II	0.005			0.1% DMSO				-11.64	2.91		
95	CFPAC-1	28	PD173074	0.005			0.1% DMSO				-15.19	8.0507		
90	MiaPaCa-2	28	NVP-231	0.005			0.1% DMSO				-8.81	6.167		
90	MiaPaCa-2	28	Mitomycin C	0.0006			0.1% DMSO				0.42	8.2068		
98	Capan-2	28	Curcumin	0.0006			0.1% DMSO				5.95	5.117		
95	CFPAC-1	28	CMPD-1	0.16			0.1% DMSO				-14.81	2.3696		
98	Capan-2	28	Simvastatin	2.5			0.1% DMSO				8.35	9.686		
95	CFPAC-1	28	Homoharringtonine	5			0.1% DMSO				34.68	7.2828		
95	CFPAC-1	28	PHA 665752	0.0006			0.1% DMSO				-11.56	1.0404		
95	CFPAC-1	28	Imatinib	0.01			0.1% DMSO				-16.43	6.4077		
90	MiaPaCa-2	28	Bortezomib	2.5			0.1% DMSO				93.56	1.8712		
95	CFPAC-1	28	ABT-888	10			0.1% DMSO				4.06	3.9788		
95	CFPAC-1	28	Nelfinavir	0.01			0.1% DMSO				-15.3	1.53		
95	CFPAC-1	28	NVP-TAE684	0.005			0.1% DMSO				-7.28	3.4216		
90	MiaPaCa-2	28	Obatoclax	0.08			0.1% DMSO				-4.14	2.1942		
95	CFPAC-1	28	NVP-TAE684	0.3			0.1% DMSO				-8.29	2.9015		
90	MiaPaCa-2	28	Hydroxychloroquine	0.63			0.1% DMSO				-2.86	2.0592		
95	CFPAC-1	28	BIBW-2992	0.01			0.1% DMSO				-13.08	3.6624		
90	MiaPaCa-2	28	Obatoclax	0.002			0.1% DMSO				-4.32	0.5184		
95	CFPAC-1	28	Cerulenin	0.3			0.1% DMSO				-6.4	4.224		
181	AsPC-1	28	5-nonyloxytryptamine oxalate	0.16			0.1% DMSO				3.42	4.9248		
95	CFPAC-1	28	Homoharringtonine	0.3			0.1% DMSO				-31.58	3.158		
90	MiaPaCa-2	28	Docetaxel	1.25			0.1% DMSO				45.83	5.0413		
95	CFPAC-1	28	BI-2536	0.02			0.1% DMSO				-12.74	4.3316		
90	MiaPaCa-2	28	Curcumin	0.002			0.1% DMSO				0.1	3.304		
95	CFPAC-1	28	ABT-888	2.5			0.1% DMSO				-10.71	7.7112		
90	MiaPaCa-2	28	PF-573228	0.16			0.1% DMSO				-0.92	2.898		
90	MiaPaCa-2	28	Lovastatin	2.5			0.1% DMSO				43.67	3.4936		
98	Capan-2	28	Triptolide	0.04			0.1% DMSO				72.89	0.7289		
95	CFPAC-1	28	Carboplatin	0.16			0.1% DMSO				-9.45	5.292		
183	Hs766T	28	Metformin	0.16			0.1% DMSO				-17.22	11.8818		
95	CFPAC-1	28	Carfilzomib	0.63			0.1% DMSO				76.37	1.5274		
183	Hs766T	28	Dactinomycin	0.02			0.1% DMSO				27.02	7.8358		
95	CFPAC-1	28	BI-2536	0.001			0.1% DMSO				-11.43	1.8288		
90	MiaPaCa-2	28	Lovastatin	0.16			0.1% DMSO				6.96	2.436		
90	MiaPaCa-2	28	Gemcitabine	0.63			0.1% DMSO				42.07	3.7863		
90	MiaPaCa-2	28	ABT-888	0.001			0.1% DMSO				4.39	10.2726		
95	CFPAC-1	28	Docetaxel	0.63			0.1% DMSO				1.51	1.9932		
90	MiaPaCa-2	28	Vemurafenib	0.0006			0.1% DMSO				2.92	6.6284		
95	CFPAC-1	28	BMS-754807	5			0.1% DMSO				4.46	1.7394		
95	CFPAC-1	28	BEZ-235	0.06			0.1% DMSO				-5.5	2.585		
95	CFPAC-1	28	Vorinostat	5			0.1% DMSO				20.12	5.4324		
96	PL45	28	Carboplatin	1.25			0.1% DMSO				26.15	6.276		
95	CFPAC-1	28	Triptolide	5			0.1% DMSO				21.09	6.327		
90	MiaPaCa-2	28	17-DMAG	10			0.1% DMSO				66.11	3.9666		
95	CFPAC-1	28	Paclitaxel	0.01			0.1% DMSO				-0.77	1.2859		
90	MiaPaCa-2	28	Lovastatin	0.08			0.1% DMSO				-0.01	12.7944		
95	CFPAC-1	28	Crizotinib	5			0.1% DMSO				2.81	5.9291		
90	MiaPaCa-2	28	Curcumin	0.0006			0.1% DMSO				-11.64	11.9892		
95	CFPAC-1	28	XAV 939	0.63			0.1% DMSO				-7.48	2.0196		
90	MiaPaCa-2	28	AZD-4547	0.04			0.1% DMSO				-6.69	0.9366		
95	CFPAC-1	28	Lapatinib	0.02			0.1% DMSO				-15.64	4.8484		
97	HPAF-II	28	Lapatinib	0.04			0.1% DMSO				-6.39	4.4091		
95	CFPAC-1	28	R428	0.63			0.1% DMSO				-13.06	3.265		
92	AsPC-1	28	CMPD-1	0.01			0.1% DMSO				-7.25	5.655		
95	CFPAC-1	28	CMPD-1	0.02			0.1% DMSO				-17.63	4.7601		
92	AsPC-1	28	Gemcitabine	2.5			0.1% DMSO				37.29	5.2206		
95	CFPAC-1	28	Tozasertib	0.001			0.1% DMSO				-3.21	5.0076		
98	Capan-2	28	Lovastatin	0.0003			0.1% DMSO				-1.97	6.2449		
183	Capan-1	28	OSI-906	0.16			0.1% DMSO				-9.67	10.4436		
92	Hs766T	28	Imatinib	0.3			0.1% DMSO				-3.65	4.161		
95	CFPAC-1	28	NVP-TAE684	0.63			0.1% DMSO				-6.29	3.8998		
90	MiaPaCa-2	28	BIBW-2992	10			0.1% DMSO				62.07	1.8621		
95	CFPAC-1	28	AZD-4547	10			0.1% DMSO				-1.18	5.546		
95	CFPAC-1	28	Stattic	0.04			0.1% DMSO				-11.39	2.0502		
95	CFPAC-1	28	BMS-754807	0.002			0.1% DMSO				-13.18	1.4498		
90	MiaPaCa-2	28	BMS-536924	0.63			0.1% DMSO				22.03	10.1338		
95	CFPAC-1	28	Homoharringtonine	0.0003			0.1% DMSO				-13.82	4.6988		
96	PL45	28	Syk Inhibitor	0.0003			0.1% DMSO				-4.27	1.8788		
95	CFPAC-1	28	PF-573228	0.04			0.1% DMSO				-14.63	2.3408		
90	MiaPaCa-2	28	BEZ-235	0.00003			0.1% DMSO				-2.59	12.3284		
95	CFPAC-1	28	BMS-536924	0.01			0.1% DMSO				-12.42	4.2228		
90	MiaPaCa-2	28	17-DMAG	0.001			0.1% DMSO				2.72	5.3584		
95	CFPAC-1	28	Dovitinib	0.3			0.1% DMSO				12.04	0.9632		
181	AsPC-1	28	Triapine	1.25			0.1% DMSO				-9.43	1.2259		
95	CFPAC-1	28	AZD-8931	5			0.1% DMSO				4.29	4.29		
90	MiaPaCa-2	28	PF-573228	0.63			0.1% DMSO				3.27	2.1909		
95	CFPAC-1	28	Docetaxel	0.16			0.1% DMSO				-2.15	3.1605		
90	MiaPaCa-2	28	Homoharringtonine	0.63			0.1% DMSO				87.9	0		
95	CFPAC-1	28	PNU 74654	0.16			0.1% DMSO				-14.09	1.5499		
90	MiaPaCa-2	28	Etoposide	0.002			0.1% DMSO				0.22	6.7056		
95	CFPAC-1	28	Simvastatin	0.02			0.1% DMSO				-15.32	1.0724		
90	MiaPaCa-2	28	Curcumin	0.16			0.1% DMSO				-6.88	4.3344		
95	CFPAC-1	28	Rosiglitazone	0.0003			0.1% DMSO				-9.32	4.8464		
95	CFPAC-1	28	Embelin	0.04			0.1% DMSO				-16.06	8.6724		
95	CFPAC-1	28	PX 12	0.002			0.1% DMSO				-13.47	3.3675		
181	HPAF-II	28	Digoxin	10			0.1% DMSO				98.56	0		
95	CFPAC-1	28	Carfilzomib	0.0006			0.1% DMSO				-10.24	2.4576		
90	BxPC-3	28	BMS-754807	0.63			0.1% DMSO				7.39	4.8774		
95	CFPAC-1	28	Sunitinib	0.0003			0.1% DMSO				-7.75	0.62		
90	MiaPaCa-2	28	PNU 74654	2.5			0.1% DMSO				0.46	2.9716		
90	MiaPaCa-2	28	AZD-8931	0.005			0.1% DMSO				-13.63	3.4075		
90	MiaPaCa-2	28	PF-573228	0.0003			0.1% DMSO				-2.96	7.8144		
95	CFPAC-1	28	BEZ-235	0.0002			0.1% DMSO				-15.49	2.3235		
90	MiaPaCa-2	28	BMS-536924	0.0003			0.1% DMSO				2.13	5.0055		
95	CFPAC-1	28	Temsirolimus	0.0006			0.1% DMSO				-7.13	0.2852		
98	Capan-2	28	Docetaxel	0.0006			0.1% DMSO				-6.45	5.16		
95	CFPAC-1	28	Tipifarnib	0.08			0.1% DMSO				-15.56	1.7116		
96	PL45	28	YM155	0.03			0.1% DMSO				93.02	0		
95	CFPAC-1	28	Sunitinib	0.63			0.1% DMSO				-12.16	0.9728		
90	MiaPaCa-2	28	Nutlin-3	10			0.1% DMSO				-11.31	4.6371		
95	CFPAC-1	28	Gemcitabine	1.25			0.1% DMSO				-1.77	2.6373		
90	MiaPaCa-2	28	Syk Inhibitor	0.001			0.1% DMSO				5.44	4.0256		
95	CFPAC-1	28	PD173074	0.0003			0.1% DMSO				-4.07	2.3199		
95	CFPAC-1	28	CIP 13-74	0.16			0.1% DMSO				-17.32	2.0784		
95	CFPAC-1	28	Crizotinib	0.0006			0.1% DMSO				-7.82	0.6256		
90	MiaPaCa-2	28	Ritonavir	5			0.1% DMSO				-0.53	4.6428		
90	MiaPaCa-2	28	PD173074	2.5			0.1% DMSO				17.44	3.488		
92	AsPC-1	28	Paclitaxel	0.02			0.1% DMSO				13.42	23.2166		
95	CFPAC-1	28	Curcumin	0.3			0.1% DMSO				-9.57	3.0624		
95	CFPAC-1	28	Nutlin-3	0.001			0.1% DMSO				-3.23	1.4858		
95	CFPAC-1	28	Simvastatin	0.3			0.1% DMSO				-17.85	1.2495		
92	Hs766T	28	Vorinostat	0.0003			0.1% DMSO				-2.78	2.5298		
95	CFPAC-1	28	Ritonavir	0.01			0.1% DMSO				-15.38	2.7684		
90	BxPC-3	28	PHA 665752	5			0.1% DMSO				12.67	6.8418		
95	CFPAC-1	28	Pemetrexed	5			0.1% DMSO				1.76	3.5728		
90	BxPC-3	28	Temsirolimus	0.63			0.1% DMSO				16.4	1.64		
95	CFPAC-1	28	Sorafenib	0.001			0.1% DMSO				-11.75	5.9925		
90	MiaPaCa-2	28	AZD-8931	1.25			0.1% DMSO				-6.7	12.998		
95	CFPAC-1	28	Stattic	0.001			0.1% DMSO				-7.26	3.7752		
95	CFPAC-1	28	Syk Inhibitor	0.08			0.1% DMSO				-16.08	4.3416		
95	CFPAC-1	28	Piperlongumine	0.04			0.1% DMSO				-19.86	2.3832		
90	MiaPaCa-2	28	Lapatinib	0.002			0.1% DMSO				7.5	5.625		
95	CFPAC-1	28	Curcumin	0.001			0.1% DMSO				-8.05	2.093		
90	MiaPaCa-2	28	CMPD-1	0.04			0.1% DMSO				-1.73	4.5499		
95	CFPAC-1	28	PHA 665752	1.25			0.1% DMSO				-9.59	3.7401		
90	MiaPaCa-2	28	BI-2536	0.3			0.1% DMSO				59.5	3.57		
90	BxPC-3	28	BRD-7389	0.02			0.1% DMSO				-8.64	1.9872		
90	MiaPaCa-2	28	Mitomycin C	0.3			0.1% DMSO				17.58	13.5366		
95	CFPAC-1	28	Vorinostat	1.25			0.1% DMSO				6.41	1.923		
95	CFPAC-1	28	Paclitaxel	5			0.1% DMSO				15.02	1.9526		
95	CFPAC-1	28	PX 12	1.25			0.1% DMSO				-13.42	1.7446		
95	CFPAC-1	28	PD173074	0.001			0.1% DMSO				-4.17	2.3769		
95	CFPAC-1	28	Cerulenin	0.0006			0.1% DMSO				-6.96	0.348		
90	MiaPaCa-2	28	Nelfinavir	0.0006			0.1% DMSO				2.58	2.4252		
90	BxPC-3	28	Syk Inhibitor	0.04			0.1% DMSO				-7.38	0.8856		
90	MiaPaCa-2	28	Vorinostat	0.02			0.1% DMSO				0.37	5.9977		
95	CFPAC-1	28	Paclitaxel	0.02			0.1% DMSO				-0.19	2.3921		
90	MiaPaCa-2	28	Temsirolimus	0.04			0.1% DMSO				9.84	4.1328		
95	CFPAC-1	28	Bortezomib	1.25			0.1% DMSO				81.33	0.8133		
183	Capan-1	28	Nutlin-3	0.16			0.1% DMSO				-3.01	4.9966		
95	CFPAC-1	28	Bortezomib	0.04			0.1% DMSO				78.33	0.7833		
90	MiaPaCa-2	28	Nelfinavir	0.63			0.1% DMSO				-3.3	4.026		
90	MiaPaCa-2	28	Piperlongumine	10			0.1% DMSO				25.61	1.5366		
90	MiaPaCa-2	28	MK-2206	0.01			0.1% DMSO				-15.75	15.5925		
95	CFPAC-1	28	Obatoclax	0.16			0.1% DMSO				-7.16	2.0048		
90	MiaPaCa-2	28	Vorinostat	0.0003			0.1% DMSO				-14.79	13.9026		
95	CFPAC-1	28	BRD-7389	0.04			0.1% DMSO				-15.43	5.8634		
179	PANC-1	28	PF3644022	0.02			0.1% DMSO				-5.26	2.7878		
95	CFPAC-1	28	YM155	0.002			0.1% DMSO				-6.96	3.2016		
95	CFPAC-1	28	BMS-754807	0.08			0.1% DMSO				-10	4.1		
95	CFPAC-1	28	AZD-4547	0.63			0.1% DMSO				-12.39	2.8497		
95	CFPAC-1	28	Crizotinib	0.002			0.1% DMSO				-13.46	3.0958		
95	CFPAC-1	28	Stattic	5			0.1% DMSO				73.6	3.68		
95	CFPAC-1	28	NVP-231	0.01			0.1% DMSO				-5.97	0.8358		
95	CFPAC-1	28	NVP-TAE684	1.25			0.1% DMSO				-8.09	4.6922		
90	MiaPaCa-2	28	ABT-888	5			0.1% DMSO				-1.46	6.6284		
95	CFPAC-1	28	AR-A014418	5			0.1% DMSO				0.51	0.4641		
90	MiaPaCa-2	28	MK-2206	0.08			0.1% DMSO				-0.9	1.404		
90	MiaPaCa-2	28	PD173074	0.002			0.1% DMSO				0.46	8.4502		
90	MiaPaCa-2	28	Embelin	0.0003			0.1% DMSO				-4.42	4.7736		
95	CFPAC-1	28	Crizotinib	0.02			0.1% DMSO				-16.17	1.1319		
95	CFPAC-1	28	PHA 665752	0.08			0.1% DMSO				-10.97	3.8395		
95	CFPAC-1	28	AZD-7762	0.04			0.1% DMSO				-8.05	0.4025		
92	AsPC-1	28	Gefitinib	0.01			0.1% DMSO				11.08	11.1908		
95	CFPAC-1	28	Rosiglitazone	0.04			0.1% DMSO				-12.74	3.3124		
181	HPAF-II	28	KP372-1	10			0.1% DMSO				100.13	0		
95	CFPAC-1	28	PD173074	0.002			0.1% DMSO				-9.94	4.1748		
95	CFPAC-1	28	Embelin	0.0003			0.1% DMSO				-7.12	3.1328		
95	CFPAC-1	28	Temsirolimus	0.04			0.1% DMSO				-7.28	2.6936		
98	Capan-2	28	Carboplatin	0.3			0.1% DMSO				13.96	10.8888		
95	CFPAC-1	28	Piperlongumine	10			0.1% DMSO				20.8	5.408		
90	MiaPaCa-2	28	Piperlongumine	0.0006			0.1% DMSO				1.24	4.8112		
95	CFPAC-1	28	Vorinostat	0.0003			0.1% DMSO				2.63	2.5774		
95	CFPAC-1	28	ABT-888	5			0.1% DMSO				-2.06	5.4384		
95	CFPAC-1	28	MK-2206	0.08			0.1% DMSO				-3.54	2.6904		
90	MiaPaCa-2	28	PX 12	2.5			0.1% DMSO				-2.66	6.3574		
95	CFPAC-1	28	CMPD-1	0.04			0.1% DMSO				-16.61	3.6542		
90	MiaPaCa-2	28	Crizotinib	0.02			0.1% DMSO				-8.53	7.5917		
95	CFPAC-1	28	Mitomycin C	0.3			0.1% DMSO				11.83	6.6248		
90	MiaPaCa-2	28	PHA 665752	0.08			0.1% DMSO				-1.34	4.3014		
95	CFPAC-1	28	Vorinostat	0.02			0.1% DMSO				-13.09	8.5085		
95	CFPAC-1	28	AZD-8931	1.25			0.1% DMSO				-7.29	3.8637		
95	CFPAC-1	28	Nutlin-3	10			0.1% DMSO				2.25	11.7675		
90	MiaPaCa-2	28	AZD-7762	0.04			0.1% DMSO				-0.27	2.8323		
95	CFPAC-1	28	Ritonavir	5			0.1% DMSO				6.26	3.3804		
90	MiaPaCa-2	28	Tivantinib	0.3			0.1% DMSO				-1.65	4.2405		
95	CFPAC-1	28	PF-573228	0.0003			0.1% DMSO				-3.51	4.7034		
90	MiaPaCa-2	28	Rosiglitazone	0.04			0.1% DMSO				-4.07	1.5059		
95	CFPAC-1	28	Etoposide	0.002			0.1% DMSO				-10.65	3.834		
90	MiaPaCa-2	28	PD173074	0.08			0.1% DMSO				-9.6	8.64		
95	CFPAC-1	28	PNU 74654	2.5			0.1% DMSO				-11.89	3.3292		
96	PL45	28	NVP-231	0.01			0.1% DMSO				-2.45	8.624		
95	CFPAC-1	28	17-DMAG	0.001			0.1% DMSO				-3.86	0.5404		
90	MiaPaCa-2	28	BX 513	0.16			0.1% DMSO				2.87	11.3365		
95	CFPAC-1	28	Homoharringtonine	0.63			0.1% DMSO				-16.97	10.182		
90	MiaPaCa-2	28	Vorinostat	0.3			0.1% DMSO				6.07	6.1307		
95	CFPAC-1	28	BEZ-235	0.00003			0.1% DMSO				-4.36	2.8776		
90	MiaPaCa-2	28	Cerulenin	0.005			0.1% DMSO				-11.27	11.27		
95	CFPAC-1	28	BIBW-2992	10			0.1% DMSO				10.45	2.1945		
90	MiaPaCa-2	28	Lapatinib	0.01			0.1% DMSO				-11.86	7.116		
95	CFPAC-1	28	Lovastatin	0.08			0.1% DMSO				2.98	2.533		
96	PL45	28	NVP-TAE684	0.04			0.1% DMSO				-11.37	2.0466		
95	CFPAC-1	28	Gemcitabine	0.63			0.1% DMSO				-2.87	2.3247		
90	MiaPaCa-2	28	Dovitinib	0.08			0.1% DMSO				7.83	6.4206		
95	CFPAC-1	28	Vemurafenib	0.0006			0.1% DMSO				-6.58	2.2372		
90	MiaPaCa-2	28	Decitabine	1.25			0.1% DMSO				0.77	6.5373		
95	CFPAC-1	28	Obatoclax	0.002			0.1% DMSO				-12.35	1.3585		
