expt_no	Cell_line	first_agent	conc_first_agent (uM)	first_agent_inhibition (%)	first_agent_stddev	second_agent	conc_second_agent (uM)	second_agent_inhibition (%)	second_agent_stddev	combo_observed Inhibition (%)	combo_stddev	bliss (%)	observed_bliss_diff
188	MDA-MB-468	PF 429242	0.002	-24.37	5.8488	0.1% DMSO				-24.37	5.8488		
188	MDA-MB-468	PF-431396	0.02	10.5	0.945	0.1% DMSO				10.5	0.945		
188	MDA-MB-468	Obatoclax	1.25	83.16	1.6632	0.1% DMSO				83.16	1.6632		
188	MDA-MB-468	GDC-0941	0.16	10.38	6.0204	0.1% DMSO				10.38	6.0204		
188	MDA-MB-468	Dapagliflozin	0.02	-14.13	0.2826	0.1% DMSO				-14.13	0.2826		
188	MDA-MB-468	Stattic	10	100.02	0	0.1% DMSO				100.02	0		
188	MDA-MB-468	Gemcitabine	0.002	15.99	12.1524	0.1% DMSO				15.99	12.1524		
188	MDA-MB-468	PD173074	0.002	4.94	11.115	0.1% DMSO				4.94	11.115		
188	MDA-MB-468	Orlistat	0.02	3.83	6.0514	0.1% DMSO				3.83	6.0514		
188	MDA-MB-468	Pemetrexed	0.002	-18.77	10.6989	0.1% DMSO				-18.77	10.6989		
188	MDA-MB-468	Oligomycin	1.56	76.65	0	0.1% DMSO				76.65	0		
188	MDA-MB-468	AZD-7762	10	98.39	0.9839	0.1% DMSO				98.39	0.9839		
188	MDA-MB-468	JNK inhibitor II	0.002	-1.63	11.1492	0.1% DMSO				-1.63	11.1492		
188	MDA-MB-468	Trametinib	0.01	12.14	16.7532	0.1% DMSO				12.14	16.7532		
188	MDA-MB-468	Trifluorothymidine	0.16	-6.07	21.7913	0.1% DMSO				-6.07	21.7913		
188	MDA-MB-468	BMS-754807	0.02	12.58	2.7676	0.1% DMSO				12.58	2.7676		
188	MDA-MB-468	Trametinib	5	49.29	0.4929	0.1% DMSO				49.29	0.4929		
188	MDA-MB-468	PX 12	0.002	21.11	11.6105	0.1% DMSO				21.11	11.6105		
188	MDA-MB-468	Digoxin	0.002	17.95	6.462	0.1% DMSO				17.95	6.462		
188	MDA-MB-468	Bosutinib	0.02	16.69	5.8415	0.1% DMSO				16.69	5.8415		
188	MDA-MB-468	Sunitinib	0.002	-20.45	7.5665	0.1% DMSO				-20.45	7.5665		
188	MDA-MB-468	GSK690693	0.02	9.45	15.9705	0.1% DMSO				9.45	15.9705		
188	MDA-MB-468	Alectinib	0.08	11.65	0.233	0.1% DMSO				11.65	0.233		
188	MDA-MB-468	ES 936	0.63	-11.74	22.1886	0.1% DMSO				-11.74	22.1886		
188	MDA-MB-468	Mitomycin C	0.02	1.78	3.7024	0.1% DMSO				1.78	3.7024		
188	MDA-MB-468	Atorvastatin	0.02	-8.73	30.9042	0.1% DMSO				-8.73	30.9042		
188	MDA-MB-468	PD173074	0.16	19.17	6.7095	0.1% DMSO				19.17	6.7095		
188	MDA-MB-468	JQ1	1.25	47.31	4.2579	0.1% DMSO				47.31	4.2579		
188	MDA-MB-468	Lapatinib	0.002	-5.26	8.3108	0.1% DMSO				-5.26	8.3108		
188	MDA-MB-468	AZD-8931	10	60.66	3.033	0.1% DMSO				60.66	3.033		
188	MDA-MB-468	Atorvastatin	1.25	5.69	9.5023	0.1% DMSO				5.69	9.5023		
188	MDA-MB-468	GDC-0941	10	44.88	4.488	0.1% DMSO				44.88	4.488		
188	MDA-MB-468	CMPD-1	0.002	12.03	2.8872	0.1% DMSO				12.03	2.8872		
188	MDA-MB-468	AZD-7762	1.25	86.59	0.8659	0.1% DMSO				86.59	0.8659		
188	MDA-MB-468	Triptolide	0.16	97.51	0	0.1% DMSO				97.51	0		
188	MDA-MB-468	Triptolide	10	97.52	0	0.1% DMSO				97.52	0		
188	MDA-MB-468	Carfilzomib	0.02	100.16	0	0.1% DMSO				100.16	0		
188	MDA-MB-468	Nelfinavir	0.16	-30.73	12.5993	0.1% DMSO				-30.73	12.5993		
188	MDA-MB-468	Crizotinib	0.02	9.07	19.3191	0.1% DMSO				9.07	19.3191		
188	MDA-MB-468	Vandetanib	0.02	-18.44	15.4896	0.1% DMSO				-18.44	15.4896		
188	MDA-MB-468	Atorvastatin	10	31.93	16.9229	0.1% DMSO				31.93	16.9229		
188	MDA-MB-468	AR-A014418	10	21.53	20.6688	0.1% DMSO				21.53	20.6688		
188	MDA-MB-468	Gemcitabine	10	94.75	0	0.1% DMSO				94.75	0		
188	MDA-MB-468	Paclitaxel	0.002	36.71	2.5697	0.1% DMSO				36.71	2.5697		
188	MDA-MB-468	BI-2536	0.63	76.07	3.8035	0.1% DMSO				76.07	3.8035		
188	MDA-MB-468	PF-573228	1.25	14.72	5.7408	0.1% DMSO				14.72	5.7408		
188	MDA-MB-468	SB225002	0.16	-1.29	5.2116	0.1% DMSO				-1.29	5.2116		
188	MDA-MB-468	Trifluorothymidine	1.25	7.85	9.577	0.1% DMSO				7.85	9.577		
188	MDA-MB-468	Docetaxel	0.002	70.61	2.1183	0.1% DMSO				70.61	2.1183		
188	MDA-MB-468	XAV 939	0.002	14.25	1.14	0.1% DMSO				14.25	1.14		
188	MDA-MB-468	PF-431396	10	96.85	0.9685	0.1% DMSO				96.85	0.9685		
188	MDA-MB-468	Vemurafenib	0.02	-6.8	0.068	0.1% DMSO				-6.8	0.068		
188	MDA-MB-468	Bosutinib	1.25	50.92	0.5092	0.1% DMSO				50.92	0.5092		
188	MDA-MB-468	Tozasertib	0.02	24.59	1.7213	0.1% DMSO				24.59	1.7213		
188	MDA-MB-468	YM155	0.02	99.24	0	0.1% DMSO				99.24	0		
188	MDA-MB-468	PX 12	1.25	16.98	1.698	0.1% DMSO				16.98	1.698		
188	MDA-MB-468	Rosiglitazone	0.02	-24.23	5.0883	0.1% DMSO				-24.23	5.0883		
188	MDA-MB-468	NVP-LDE225	0.002	-17.99	29.3237	0.1% DMSO				-17.99	29.3237		
188	MDA-MB-468	Mitomycin C	0.16	47.35	2.841	0.1% DMSO				47.35	2.841		
188	MDA-MB-468	BRD-7389	0.002	2.63	19.3568	0.1% DMSO				2.63	19.3568		
188	MDA-MB-468	Carfilzomib	0.002	-1.34	6.3248	0.1% DMSO				-1.34	6.3248		
188	MDA-MB-468	Triapine	0.02	12.76	7.5284	0.1% DMSO				12.76	7.5284		
188	MDA-MB-468	PF-573228	10	45.23	16.7351	0.1% DMSO				45.23	16.7351		
188	MDA-MB-468	YM155	7.5	100.28	0	0.1% DMSO				100.28	0		
188	MDA-MB-468	Paclitaxel	0.003	-10.29	15.0234	0.1% DMSO				-10.29	15.0234		
188	MDA-MB-468	ES 936	0.08	-23.3	13.048	0.1% DMSO				-23.3	13.048		
188	MDA-MB-468	Erlotinib	0.002	-13.94	8.5034	0.1% DMSO				-13.94	8.5034		
188	MDA-MB-468	PHA 665752	1.25	-23.11	4.622	0.1% DMSO				-23.11	4.622		
188	MDA-MB-468	CIP 13-74	0.16	9.65	2.316	0.1% DMSO				9.65	2.316		
188	MDA-MB-468	5-nonyloxytryptamine oxalate	0.002	-0.85	28.9765	0.1% DMSO				-0.85	28.9765		
188	MDA-MB-468	Digoxin	10	100.07	0	0.1% DMSO				100.07	0		
188	MDA-MB-468	Paclitaxel	1.25	85.69	1.7138	0.1% DMSO				85.69	1.7138		
188	MDA-MB-468	Mitomycin C	1.25	80.9	1.618	0.1% DMSO				80.9	1.618		
188	MDA-MB-468	ES 936	0.001	-25.85	6.721	0.1% DMSO				-25.85	6.721		
188	MDA-MB-468	Enzastaurin	0.02	21.91	1.0955	0.1% DMSO				21.91	1.0955		
188	MDA-MB-468	Carboplatin	0.16	14.38	3.7388	0.1% DMSO				14.38	3.7388		
188	MDA-MB-468	Dasatinib	0.16	5.45	19.3475	0.1% DMSO				5.45	19.3475		
188	MDA-MB-468	GSK690693	0.002	7.42	5.4908	0.1% DMSO				7.42	5.4908		
188	MDA-MB-468	Nelfinavir	1.25	-4.81	8.7061	0.1% DMSO				-4.81	8.7061		
188	MDA-MB-468	HBX-41108	10	94.19	4.7095	0.1% DMSO				94.19	4.7095		
188	MDA-MB-468	Paclitaxel	0.02	83.64	2.5092	0.1% DMSO				83.64	2.5092		
188	MDA-MB-468	Tivantinib	0.002	-1.18	21.2872	0.1% DMSO				-1.18	21.2872		
188	MDA-MB-468	NVP-231	1.25	36.92	8.1224	0.1% DMSO				36.92	8.1224		
188	MDA-MB-468	AZD-4547	1.25	14.03	7.9971	0.1% DMSO				14.03	7.9971		
188	MDA-MB-468	Piperlongumine	0.002	6.06	8.787	0.1% DMSO				6.06	8.787		
188	MDA-MB-468	MS-275	0.02	-18.96	4.9296	0.1% DMSO				-18.96	4.9296		
188	MDA-MB-468	Thioridazine	10	89.71	1.7942	0.1% DMSO				89.71	1.7942		
188	MDA-MB-468	PF3644022	0.16	6.38	13.0152	0.1% DMSO				6.38	13.0152		
188	MDA-MB-468	BRD-7389	0.02	-19.08	14.5008	0.1% DMSO				-19.08	14.5008		
188	MDA-MB-468	MLN-4924	1.25	83.35	3.334	0.1% DMSO				83.35	3.334		
188	MDA-MB-468	RO4929097	0.02	10.56	1.2672	0.1% DMSO				10.56	1.2672		
188	MDA-MB-468	ML 130	0.16	-7	13.44	0.1% DMSO				-7	13.44		
188	MDA-MB-468	Embelin	10	-19.96	17.7644	0.1% DMSO				-19.96	17.7644		
188	MDA-MB-468	PNU 74654	0.16	2.6	7.332	0.1% DMSO				2.6	7.332		
188	MDA-MB-468	Dovitinib	1.25	12.55	5.02	0.1% DMSO				12.55	5.02		
188	MDA-MB-468	Obatoclax	10	90.16	0.9016	0.1% DMSO				90.16	0.9016		
188	MDA-MB-468	XAV 939	10	12.39	8.7969	0.1% DMSO				12.39	8.7969		
188	MDA-MB-468	BI-D1870	0.16	-15.2	8.056	0.1% DMSO				-15.2	8.056		
188	MDA-MB-468	Crizotinib	0.16	40.75	3.26	0.1% DMSO				40.75	3.26		
188	MDA-MB-468	Bay-11-7082	0.02	-14.21	21.315	0.1% DMSO				-14.21	21.315		
188	MDA-MB-468	YM155	0.002	37.19	0.7438	0.1% DMSO				37.19	0.7438		
188	MDA-MB-468	AZD-4547	0.002	-13.71	3.8388	0.1% DMSO				-13.71	3.8388		
188	MDA-MB-468	PHA 665752	10	100.23	0	0.1% DMSO				100.23	0		
188	MDA-MB-468	Tozasertib	1.25	70.27	6.3243	0.1% DMSO				70.27	6.3243		
188	MDA-MB-468	5-fluorouracil	10	54.51	3.8157	0.1% DMSO				54.51	3.8157		
188	MDA-MB-468	SB225002	1.25	65.33	3.9198	0.1% DMSO				65.33	3.9198		
188	MDA-MB-468	Piperlongumine	0.16	11.4	0	0.1% DMSO				11.4	0		
188	MDA-MB-468	Dactinomycin	1.25	98.72	0	0.1% DMSO				98.72	0		
188	MDA-MB-468	Etoposide	1.25	55.84	8.9344	0.1% DMSO				55.84	8.9344		
188	MDA-MB-468	PF-573228	0.02	13.89	8.7507	0.1% DMSO				13.89	8.7507		
188	MDA-MB-468	Ritonavir	0.002	20.48	0.2048	0.1% DMSO				20.48	0.2048		
188	MDA-MB-468	XAV 939	0.16	-2.9	6.206	0.1% DMSO				-2.9	6.206		
188	MDA-MB-468	HBX-41108	1.25	17.41	2.0892	0.1% DMSO				17.41	2.0892		
188	MDA-MB-468	BI-2536	0.08	75.99	0	0.1% DMSO				75.99	0		
188	MDA-MB-468	Pemetrexed	10	13.86	13.4442	0.1% DMSO				13.86	13.4442		
188	MDA-MB-468	Flavopiridol	1.25	94.3	0.943	0.1% DMSO				94.3	0.943		
188	MDA-MB-468	Paclitaxel	0.16	87.5	0	0.1% DMSO				87.5	0		
188	MDA-MB-468	SN-38	0.16	96.49	0.9649	0.1% DMSO				96.49	0.9649		
188	MDA-MB-468	ABT-263	10	75.05	14.2595	0.1% DMSO				75.05	14.2595		
188	MDA-MB-468	SB225002	0.02	-8.9	18.69	0.1% DMSO				-8.9	18.69		
188	MDA-MB-468	Piperlongumine	1.25	42.81	0	0.1% DMSO				42.81	0		
188	MDA-MB-468	MK-1775	1.25	72.43	6.5187	0.1% DMSO				72.43	6.5187		
188	MDA-MB-468	JQ1	0.02	2.64	12.4608	0.1% DMSO				2.64	12.4608		
188	MDA-MB-468	AZD-4547	0.16	17.3	1.384	0.1% DMSO				17.3	1.384		
188	MDA-MB-468	Verapamil	0.002	4.1	4.92	0.1% DMSO				4.1	4.92		
188	MDA-MB-468	SB225002	10	77.11	2.3133	0.1% DMSO				77.11	2.3133		
188	MDA-MB-468	I-BET	1.25	-6.83	13.2502	0.1% DMSO				-6.83	13.2502		
188	MDA-MB-468	STA-4783	10	36.75	9.555	0.1% DMSO				36.75	9.555		
188	MDA-MB-468	ABT-888	1.25	24.35	6.818	0.1% DMSO				24.35	6.818		
188	MDA-MB-468	GSK690693	10	94.58	0.9458	0.1% DMSO				94.58	0.9458		
188	MDA-MB-468	BX 513	0.02	-0.2	25.27	0.1% DMSO				-0.2	25.27		
188	MDA-MB-468	BRD-7389	1.25	73.32	2.1996	0.1% DMSO				73.32	2.1996		
188	MDA-MB-468	PF-431396	0.002	-3.93	31.2435	0.1% DMSO				-3.93	31.2435		
188	MDA-MB-468	CYT-387	10	92.31	1.8462	0.1% DMSO				92.31	1.8462		
188	MDA-MB-468	Stattic	0.002	-2.02	7.7164	0.1% DMSO				-2.02	7.7164		
188	MDA-MB-468	SN-38	1.25	98.38	0.9838	0.1% DMSO				98.38	0.9838		
188	MDA-MB-468	ML 130	1.25	-17.14	7.713	0.1% DMSO				-17.14	7.713		
188	MDA-MB-468	Vinorelbine	0.16	80.03	0.8003	0.1% DMSO				80.03	0.8003		
188	MDA-MB-468	PHA 665752	0.16	9.36	16.0056	0.1% DMSO				9.36	16.0056		
188	MDA-MB-468	AZD-8931	0.002	20.03	2.4036	0.1% DMSO				20.03	2.4036		
188	MDA-MB-468	ES 936	0.01	-23.25	15.81	0.1% DMSO				-23.25	15.81		
188	MDA-MB-468	Vismodegib	0.16	15.43	6.172	0.1% DMSO				15.43	6.172		
188	MDA-MB-468	XAV 939	0.02	4.08	2.448	0.1% DMSO				4.08	2.448		
188	MDA-MB-468	BIBW-2992	0.16	52.49	4.7241	0.1% DMSO				52.49	4.7241		
188	MDA-MB-468	Temsirolimus	0.02	52.89	1.5867	0.1% DMSO				52.89	1.5867		
188	MDA-MB-468	Dactinomycin	0.16	98.03	0	0.1% DMSO				98.03	0		
188	MDA-MB-468	Decitabine	0.002	18.78	0.3756	0.1% DMSO				18.78	0.3756		
188	MDA-MB-468	PNU 74654	0.002	12.97	10.8948	0.1% DMSO				12.97	10.8948		
188	MDA-MB-468	Carboplatin	0.002	-4.27	0.9394	0.1% DMSO				-4.27	0.9394		
188	MDA-MB-468	BI-D1870	10	59.11	1.7733	0.1% DMSO				59.11	1.7733		
188	MDA-MB-468	ABT-263	0.02	-10.95	25.5135	0.1% DMSO				-10.95	25.5135		
188	MDA-MB-468	Orlistat	10	24.88	2.9856	0.1% DMSO				24.88	2.9856		
188	MDA-MB-468	Sorafenib	1.25	-25.6	34.56	0.1% DMSO				-25.6	34.56		
188	MDA-MB-468	Trametinib	0.63	46.01	14.2631	0.1% DMSO				46.01	14.2631		
188	MDA-MB-468	MLN-4924	0.02	26.8	1.34	0.1% DMSO				26.8	1.34		
188	MDA-MB-468	I-BET	0.02	-8.57	22.8819	0.1% DMSO				-8.57	22.8819		
188	MDA-MB-468	BEZ-235	0.13	63.21	6.9531	0.1% DMSO				63.21	6.9531		
188	MDA-MB-468	Carfilzomib	0.16	100.18	0	0.1% DMSO				100.18	0		
188	MDA-MB-468	AZD-8931	0.16	45.19	3.1633	0.1% DMSO				45.19	3.1633		
188	MDA-MB-468	SB 218078	1.25	8.4	14.868	0.1% DMSO				8.4	14.868		
188	MDA-MB-468	Verapamil	10	2.92	7.0664	0.1% DMSO				2.92	7.0664		
188	MDA-MB-468	Crizotinib	10	87.68	6.1376	0.1% DMSO				87.68	6.1376		
188	MDA-MB-468	Simvastatin	0.005	-7.14	15.9936	0.1% DMSO				-7.14	15.9936		
188	MDA-MB-468	NVP-231	0.002	1.34	4.8508	0.1% DMSO				1.34	4.8508		
188	MDA-MB-468	AZD-7762	0.002	-29.37	12.9228	0.1% DMSO				-29.37	12.9228		
188	MDA-MB-468	Alectinib	0.01	-2.14	13.0112	0.1% DMSO				-2.14	13.0112		
188	MDA-MB-468	ML 130	0.02	-20.69	9.7243	0.1% DMSO				-20.69	9.7243		
188	MDA-MB-468	Embelin	0.02	-30.64	7.66	0.1% DMSO				-30.64	7.66		
188	MDA-MB-468	MK-2206	10	81.61	8.161	0.1% DMSO				81.61	8.161		
188	MDA-MB-468	Dasatinib	10	38.13	1.1439	0.1% DMSO				38.13	1.1439		
188	MDA-MB-468	BX 513	10	98.52	0.9852	0.1% DMSO				98.52	0.9852		
188	MDA-MB-468	NVP-TAE684	0.002	-7.86	24.9948	0.1% DMSO				-7.86	24.9948		
188	MDA-MB-468	Gemcitabine	0.02	78.95	0.7895	0.1% DMSO				78.95	0.7895		
188	MDA-MB-468	Etoposide	0.002	24.47	0.4894	0.1% DMSO				24.47	0.4894		
188	MDA-MB-468	Homoharringtonine	1.25	98.01	0	0.1% DMSO				98.01	0		
188	MDA-MB-468	NH125	10	99.98	0	0.1% DMSO				99.98	0		
188	MDA-MB-468	Vemurafenib	10	3.65	24.6375	0.1% DMSO				3.65	24.6375		
188	MDA-MB-468	CIP 13-74	0.02	-1.18	14.7618	0.1% DMSO				-1.18	14.7618		
188	MDA-MB-468	Triapine	1.25	67.67	2.7068	0.1% DMSO				67.67	2.7068		
188	MDA-MB-468	Flavopiridol	10	96.13	0.9613	0.1% DMSO				96.13	0.9613		
188	MDA-MB-468	JNK inhibitor II	0.16	23.59	5.8975	0.1% DMSO				23.59	5.8975		
188	MDA-MB-468	Simvastatin	0.04	4.04	9.8576	0.1% DMSO				4.04	9.8576		
188	MDA-MB-468	Topotecan	0.002	-17.45	12.7385	0.1% DMSO				-17.45	12.7385		
188	MDA-MB-468	PF-431396	0.16	0.41	9.3316	0.1% DMSO				0.41	9.3316		
188	MDA-MB-468	SB 218078	10	22.35	0.6705	0.1% DMSO				22.35	0.6705		
188	MDA-MB-468	Cerulenin	10	44.58	8.0244	0.1% DMSO				44.58	8.0244		
188	MDA-MB-468	IMD 0354	0.02	-1.79	26.1519	0.1% DMSO				-1.79	26.1519		
188	MDA-MB-468	Vismodegib	1.25	-18.41	9.5732	0.1% DMSO				-18.41	9.5732		
188	MDA-MB-468	Syk Inhibitor	0.16	-5.37	24.7557	0.1% DMSO				-5.37	24.7557		
188	MDA-MB-468	BIBW-2992	1.25	62.89	6.289	0.1% DMSO				62.89	6.289		
188	MDA-MB-468	Bortezomib	10	100.15	0	0.1% DMSO				100.15	0		
188	MDA-MB-468	OSI-906	0.16	-21.13	14.791	0.1% DMSO				-21.13	14.791		
188	MDA-MB-468	Decitabine	0.02	28.1	1.124	0.1% DMSO				28.1	1.124		
188	MDA-MB-468	Rapamycin	0.16	38.68	8.5096	0.1% DMSO				38.68	8.5096		
188	MDA-MB-468	Vorinostat	0.02	-25.71	7.4559	0.1% DMSO				-25.71	7.4559		
188	MDA-MB-468	Efavirenz	0.002	10.06	11.1666	0.1% DMSO				10.06	11.1666		
188	MDA-MB-468	PD173074	1.25	15.57	7.9407	0.1% DMSO				15.57	7.9407		
188	MDA-MB-468	Vandetanib	0.002	6.46	7.2352	0.1% DMSO				6.46	7.2352		
188	MDA-MB-468	Foretinib	1.25	72.69	1.4538	0.1% DMSO				72.69	1.4538		
188	MDA-MB-468	Oligomycin	12.5	78.48	3.1392	0.1% DMSO				78.48	3.1392		
188	MDA-MB-468	AR-A014418	0.02	-19.19	8.2517	0.1% DMSO				-19.19	8.2517		
188	MDA-MB-468	OSI-906	1.25	-1.51	9.7848	0.1% DMSO				-1.51	9.7848		
188	MDA-MB-468	I-BET	10	23.25	4.4175	0.1% DMSO				23.25	4.4175		
188	MDA-MB-468	STA-4783	0.02	82.23	1.6446	0.1% DMSO				82.23	1.6446		
188	MDA-MB-468	Trifluoperazine	10	34.46	6.5474	0.1% DMSO				34.46	6.5474		
188	MDA-MB-468	Sorafenib	0.02	1.11	4.8507	0.1% DMSO				1.11	4.8507		
188	MDA-MB-468	YM155	0.12	100.21	0	0.1% DMSO				100.21	0		
188	MDA-MB-468	Sorafenib	0.16	14.67	0.5868	0.1% DMSO				14.67	0.5868		
188	MDA-MB-468	IMD 0354	1.25	70.85	3.5425	0.1% DMSO				70.85	3.5425		
188	MDA-MB-468	AR-A014418	0.16	-19.63	16.2929	0.1% DMSO				-19.63	16.2929		
188	MDA-MB-468	2-deoxy-D-glucose	1.95	-6.88	24.6992	0.1% DMSO				-6.88	24.6992		
188	MDA-MB-468	Syk Inhibitor	0.02	20.56	5.3456	0.1% DMSO				20.56	5.3456		
188	MDA-MB-468	PD-0332991	0.16	11.16	16.182	0.1% DMSO				11.16	16.182		
188	MDA-MB-468	Orlistat	1.25	11.83	8.5176	0.1% DMSO				11.83	8.5176		
188	MDA-MB-468	Etoposide	0.16	22.14	4.2066	0.1% DMSO				22.14	4.2066		
188	MDA-MB-468	Oxaliplatin	0.16	18.52	9.8156	0.1% DMSO				18.52	9.8156		
188	MDA-MB-468	CYT-387	0.002	-10.93	4.4813	0.1% DMSO				-10.93	4.4813		
188	MDA-MB-468	Imatinib	0.16	-21.66	0.6498	0.1% DMSO				-21.66	0.6498		
188	MDA-MB-468	BI-2536	5	91.57	0.9157	0.1% DMSO				91.57	0.9157		
188	MDA-MB-468	NH125	0.002	-3.49	11.2378	0.1% DMSO				-3.49	11.2378		
188	MDA-MB-468	PF 429242	0.02	3.5	0.805	0.1% DMSO				3.5	0.805		
188	MDA-MB-468	Dapagliflozin	0.002	-16.5	10.395	0.1% DMSO				-16.5	10.395		
188	MDA-MB-468	PD-0332991	1.25	21.34	4.4814	0.1% DMSO				21.34	4.4814		
188	MDA-MB-468	JK 184	0.02	-6.62	0.1324	0.1% DMSO				-6.62	0.1324		
188	MDA-MB-468	GANT61	10	58.62	5.2758	0.1% DMSO				58.62	5.2758		
188	MDA-MB-468	PF3644022	1.25	-2.38	1.666	0.1% DMSO				-2.38	1.666		
188	MDA-MB-468	Ritonavir	10	39.5	1.58	0.1% DMSO				39.5	1.58		
188	MDA-MB-468	Topotecan	0.02	4.03	7.1734	0.1% DMSO				4.03	7.1734		
188	MDA-MB-468	KP372-1	0.16	5.52	6.2376	0.1% DMSO				5.52	6.2376		
188	MDA-MB-468	Tipifarnib	1.25	43.44	3.9096	0.1% DMSO				43.44	3.9096		
188	MDA-MB-468	Trametinib	0.08	19.16	6.1312	0.1% DMSO				19.16	6.1312		
188	MDA-MB-468	Temsirolimus	1.25	44.28	9.2988	0.1% DMSO				44.28	9.2988		
188	MDA-MB-468	NH125	0.02	-2.99	6.7574	0.1% DMSO				-2.99	6.7574		
188	MDA-MB-468	JQ1	0.16	7.06	5.3656	0.1% DMSO				7.06	5.3656		
188	MDA-MB-468	Bay-11-7082	0.002	7.51	3.2293	0.1% DMSO				7.51	3.2293		
188	MDA-MB-468	17-DMAG	0.02	35.73	1.4292	0.1% DMSO				35.73	1.4292		
188	MDA-MB-468	Oxaliplatin	0.002	12.12	2.0604	0.1% DMSO				12.12	2.0604		
188	MDA-MB-468	CMPD-1	0.16	3.18	3.975	0.1% DMSO				3.18	3.975		
188	MDA-MB-468	Vinorelbine	1.25	75.36	3.768	0.1% DMSO				75.36	3.768		
188	MDA-MB-468	Dovitinib	10	72.43	30.4206	0.1% DMSO				72.43	30.4206		
188	MDA-MB-468	JNK inhibitor II	0.02	1.77	9.9828	0.1% DMSO				1.77	9.9828		
188	MDA-MB-468	SB 218078	0.16	16.05	9.309	0.1% DMSO				16.05	9.309		
188	MDA-MB-468	BEZ-235	0.0002	-5.95	14.1015	0.1% DMSO				-5.95	14.1015		
188	MDA-MB-468	MK-1775	10	96.24	0.9624	0.1% DMSO				96.24	0.9624		
188	MDA-MB-468	STA-4783	0.002	23.92	0.7176	0.1% DMSO				23.92	0.7176		
188	MDA-MB-468	Nutlin-3	0.16	-12.46	11.0894	0.1% DMSO				-12.46	11.0894		
188	MDA-MB-468	I-BET	0.002	-8.7	6.873	0.1% DMSO				-8.7	6.873		
188	MDA-MB-468	Thioridazine	0.16	-0.69	7.6245	0.1% DMSO				-0.69	7.6245		
188	MDA-MB-468	MK-1775	0.02	9.28	1.6704	0.1% DMSO				9.28	1.6704		
188	MDA-MB-468	Topotecan	1.25	94.78	0	0.1% DMSO				94.78	0		
188	MDA-MB-468	Carfilzomib	1.25	100.27	0	0.1% DMSO				100.27	0		
188	MDA-MB-468	STA-4783	0.16	90.75	1.815	0.1% DMSO				90.75	1.815		
188	MDA-MB-468	Dapagliflozin	10	-8.09	5.5012	0.1% DMSO				-8.09	5.5012		
188	MDA-MB-468	Lapatinib	0.02	-8.64	3.888	0.1% DMSO				-8.64	3.888		
188	MDA-MB-468	OSI-906	0.02	-21.02	17.0262	0.1% DMSO				-21.02	17.0262		
188	MDA-MB-468	Docetaxel	1.25	78.36	3.918	0.1% DMSO				78.36	3.918		
188	MDA-MB-468	Thioridazine	0.02	11.9	2.975	0.1% DMSO				11.9	2.975		
188	MDA-MB-468	Nutlin-3	0.02	-11.62	7.2044	0.1% DMSO				-11.62	7.2044		
188	MDA-MB-468	Tozasertib	0.002	-2.27	25.7191	0.1% DMSO				-2.27	25.7191		
188	MDA-MB-468	Oligomycin	100	78.64	2.3592	0.1% DMSO				78.64	2.3592		
188	MDA-MB-468	Homoharringtonine	0.002	-0.36	4.9428	0.1% DMSO				-0.36	4.9428		
188	MDA-MB-468	RO4929097	1.25	10.86	2.0634	0.1% DMSO				10.86	2.0634		
188	MDA-MB-468	5-nonyloxytryptamine oxalate	1.25	3.89	7.7411	0.1% DMSO				3.89	7.7411		
188	MDA-MB-468	JK 184	1.25	74.3	5.944	0.1% DMSO				74.3	5.944		
188	MDA-MB-468	Stattic	1.25	68.61	2.7444	0.1% DMSO				68.61	2.7444		
188	MDA-MB-468	5-nonyloxytryptamine oxalate	10	30.33	3.3363	0.1% DMSO				30.33	3.3363		
188	MDA-MB-468	MS-275	10	73.15	2.1945	0.1% DMSO				73.15	2.1945		
188	MDA-MB-468	EHT-1864	0.02	-5.28	6.7056	0.1% DMSO				-5.28	6.7056		
188	MDA-MB-468	RO4929097	0.16	15.01	2.7018	0.1% DMSO				15.01	2.7018		
188	MDA-MB-468	NVP-231	10	85.98	2.5794	0.1% DMSO				85.98	2.5794		
188	MDA-MB-468	Bosutinib	0.002	23.51	5.4073	0.1% DMSO				23.51	5.4073		
188	MDA-MB-468	Gemcitabine	0.16	84.17	1.6834	0.1% DMSO				84.17	1.6834		
188	MDA-MB-468	Nelfinavir	0.02	-19.5	19.11	0.1% DMSO				-19.5	19.11		
188	MDA-MB-468	Thioridazine	0.002	0.48	5.0544	0.1% DMSO				0.48	5.0544		
188	MDA-MB-468	Dasatinib	1.25	20.49	11.8842	0.1% DMSO				20.49	11.8842		
188	MDA-MB-468	Vandetanib	1.25	31.62	0.3162	0.1% DMSO				31.62	0.3162		
188	MDA-MB-468	SN-38	0.02	88.8	0.888	0.1% DMSO				88.8	0.888		
188	MDA-MB-468	AR-A014418	0.002	-10.23	14.8335	0.1% DMSO				-10.23	14.8335		
188	MDA-MB-468	BIBW-2992	0.02	41.16	9.8784	0.1% DMSO				41.16	9.8784		
188	MDA-MB-468	Metformin	0.16	-12.44	3.9808	0.1% DMSO				-12.44	3.9808		
188	MDA-MB-468	Curcumin	10	60.56	6.056	0.1% DMSO				60.56	6.056		
188	MDA-MB-468	Vorinostat	1.25	4.8	10.848	0.1% DMSO				4.8	10.848		
