expt_no	Cell_line	first_agent	conc_first_agent (uM)	first_agent_inhibition (%)	first_agent_stddev	second_agent	conc_second_agent (uM)	second_agent_inhibition (%)	second_agent_stddev	combo_observed Inhibition (%)	combo_stddev	bliss (%)	observed_bliss_diff
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	ABT-263	0.02	-11.33	14.8423	6.56	8.0688	7.62	-1.06
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Simvastatin	2.5	57.76	1.7328	61.53	1.2306	62.59	-1.06
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Triapine	10	36.71	3.3039	39.3	24.366	40.37	-1.07
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Triapine	10	36.71	3.3039	39.3	24.366	40.37	-1.07
187	MDA-MB-231	Vismodegib	10	5.78	13.005	PF-431396	0.16	8.8	16.192	12.99	12.6003	14.07	-1.08
187	MDA-MB-231	Vismodegib	10	3.3	16.203	PF-431396	0.16	8.8	16.192	12.99	12.6003	14.07	-1.08
187	MDA-MB-231	Vismodegib	10	5.78	13.005	YM155	0.02	92.94	0.9294	92.27	2.7681	93.35	-1.08
187	MDA-MB-231	Vismodegib	10	3.3	16.203	YM155	0.02	92.94	0.9294	92.27	2.7681	93.35	-1.08
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Nutlin-3	0.002	-2.99	3.4385	13.44	10.8864	14.54	-1.1
187	MDA-MB-231	XL-184	3	17.43	13.7697	Vemurafenib	1.25	11.61	10.5651	25.92	2.8512	27.02	-1.1
187	MDA-MB-231	Vismodegib	10	5.78	13.005	5-nonyloxytryptamine oxalate	0.16	2.23	15.5654	6.77	12.7276	7.88	-1.11
187	MDA-MB-231	Vismodegib	10	3.3	16.203	5-nonyloxytryptamine oxalate	0.16	2.23	15.5654	6.77	12.7276	7.88	-1.11
187	MDA-MB-231	XL-184	3	17.43	13.7697	17-DMAG	1.25	88.99	0.8899	89.8	2.694	90.91	-1.11
187	MDA-MB-231	Crizotinib	1	34.56	10.368	GANT61	10	3.97	2.382	36.04	11.1724	37.16	-1.12
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Embelin	0.02	-6.63	3.8454	10.4	4.264	11.52	-1.12
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Tivantinib	1.25	48.19	3.8552	50.05	4.5045	51.18	-1.13
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Tivantinib	1.25	48.19	3.8552	50.05	4.5045	51.18	-1.13
187	MDA-MB-231	Crizotinib	1	34.56	10.368	BRD-7389	1.25	25.3	7.084	49.99	0.4999	51.12	-1.13
187	MDA-MB-231	XL-184	3	17.43	13.7697	Flavopiridol	10	81.4	2.442	83.5	4.175	84.64	-1.14
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	KP372-1	1.25	99.6	0	98.46	0	99.62	-1.16
187	MDA-MB-231	XL-184	3	17.43	13.7697	JQ1	0.002	-2.34	3.7674	14.34	7.6002	15.5	-1.16
187	MDA-MB-231	Vismodegib	10	3.3	16.203	AZD-7762	0.02	-8.14	16.0358	-3.06	2.0502	-1.89	-1.17
187	MDA-MB-231	Vismodegib	10	5.78	13.005	AZD-7762	0.02	-8.14	16.0358	-3.06	2.0502	-1.89	-1.17
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	AZD-4547	0.02	4.38	3.723	8.43	25.4586	9.6	-1.17
187	MDA-MB-231	Crizotinib	1	34.56	10.368	BMS-754807	0.002	14.65	10.841	42.98	1.7192	44.15	-1.17
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	PHA 665752	0.02	-8.54	16.4822	2.7	28.431	3.88	-1.18
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Piperlongumine	10	83.97	4.1985	84.62	5.0772	85.8	-1.18
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Homoharringtonine	1.25	85.89	2.5767	85.47	1.7094	86.66	-1.19
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	MLN-4924	0.02	4.41	9.5697	8.44	39.9212	9.63	-1.19
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	JQ1	0.02	-7.92	10.8504	9.26	2.8706	10.45	-1.19
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Flavopiridol	1.25	85.47	3.4188	85.12	1.7024	86.31	-1.19
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Flavopiridol	1.25	85.47	3.4188	85.12	1.7024	86.31	-1.19
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Bortezomib	10	99.39	0.9939	98.4	0	99.6	-1.2
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Vemurafenib	10	-0.66	3.0822	15.27	23.2104	16.47	-1.2
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Carfilzomib	1.25	100.09	0	98.78	0	100	-1.22
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Dovitinib	0.16	-14.03	24.5525	-9.03	11.3778	-7.8	-1.23
187	MDA-MB-231	XL-184	3	17.43	13.7697	17-DMAG	10	97.05	0	96.31	0	97.56	-1.25
187	MDA-MB-231	XL-184	3	17.43	13.7697	Alectinib	0.01	13.92	3.7584	27.67	7.1942	28.92	-1.25
187	MDA-MB-231	Vismodegib	10	5.78	13.005	SB 218078	10	3.89	7.9745	8.2	10.496	9.45	-1.25
187	MDA-MB-231	Vismodegib	10	3.3	16.203	SB 218078	10	3.89	7.9745	8.2	10.496	9.45	-1.25
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Digoxin	0.16	22.11	23.4366	25.36	3.0432	26.61	-1.25
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Digoxin	0.16	22.11	23.4366	25.36	3.0432	26.61	-1.25
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Carfilzomib	10	99.85	0	98.61	0	99.86	-1.25
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Carfilzomib	10	99.85	0	98.61	0	99.86	-1.25
187	MDA-MB-231	XL-184	3	17.43	13.7697	Docetaxel	1.25	68.33	3.4165	72.6	0	73.85	-1.25
187	MDA-MB-231	XL-184	3	17.43	13.7697	AZD-4547	0.16	13.76	4.4032	27.54	23.9598	28.79	-1.25
187	MDA-MB-231	XL-184	3	17.43	13.7697	KP372-1	1.25	99.6	0	98.42	0	99.67	-1.25
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Vorinostat	1.25	23.81	15.7146	48.88	5.8656	50.14	-1.26
187	MDA-MB-231	Crizotinib	1	34.56	10.368	JNK inhibitor II	0.002	9.36	10.0152	39.43	7.886	40.69	-1.26
187	MDA-MB-231	Vismodegib	10	5.78	13.005	2-deoxy-D-glucose	125	3.08	11.4268	7.4	7.326	8.68	-1.28
187	MDA-MB-231	Vismodegib	10	3.3	16.203	2-deoxy-D-glucose	125	3.08	11.4268	7.4	7.326	8.68	-1.28
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Bortezomib	0.16	98.88	0	97.98	0	99.27	-1.29
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	STA-4783	0.002	14.39	14.2461	22.89	5.4936	24.18	-1.29
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	MLN-4924	0.02	4.41	9.5697	14.05	10.397	15.35	-1.3
187	MDA-MB-231	XL-184	3	17.43	13.7697	Tozasertib	0.16	17	1.02	30.17	20.2139	31.47	-1.3
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Carfilzomib	10	99.85	0	98.56	0	99.88	-1.32
187	MDA-MB-231	XL-184	3	17.43	13.7697	5-fluorouracil	1.25	5.53	6.636	20.68	9.0992	22	-1.32
187	MDA-MB-231	Vismodegib	10	5.78	13.005	AZD-7762	0.002	-2.31	13.4211	2.27	35.412	3.6	-1.33
187	MDA-MB-231	Vismodegib	10	3.3	16.203	AZD-7762	0.002	-2.31	13.4211	2.27	35.412	3.6	-1.33
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Dactinomycin	0.02	77.58	0.7758	84	3.36	85.33	-1.33
187	MDA-MB-231	XL-184	3	17.43	13.7697	AZD-7762	10	90.51	0.9051	90.81	0.9081	92.16	-1.35
187	MDA-MB-231	Vismodegib	10	5.78	13.005	SB225002	0.002	2.98	7.2712	7.23	2.6751	8.59	-1.36
187	MDA-MB-231	Vismodegib	10	3.3	16.203	SB225002	0.002	2.98	7.2712	7.23	2.6751	8.59	-1.36
187	MDA-MB-231	Vismodegib	10	3.3	16.203	RO4929097	1.25	3.33	4.2957	7.55	13.137	8.92	-1.37
187	MDA-MB-231	Vismodegib	10	5.78	13.005	RO4929097	1.25	3.33	4.2957	7.55	13.137	8.92	-1.37
187	MDA-MB-231	XL-184	3	17.43	13.7697	Vandetanib	0.16	5.15	2.4205	20.31	7.7178	21.68	-1.37
187	MDA-MB-231	XL-184	3	17.43	13.7697	WZ4002	0.002	-3.69	35.8668	13	11.18	14.38	-1.38
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Trifluorothymidine	10	21.76	0.8704	24.65	1.2325	26.03	-1.38
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Bortezomib	0.02	86.37	0.8637	87.31	0.8731	88.69	-1.38
187	MDA-MB-231	XL-184	3	17.43	13.7697	BI-D1870	1.25	-0.91	14.4599	15.3	2.601	16.68	-1.38
187	MDA-MB-231	XL-184	3	17.43	13.7697	Imatinib	1.25	8.62	14.223	23.15	16.8995	24.55	-1.4
187	MDA-MB-231	Crizotinib	1	34.56	10.368	STA-4783	0.002	14.39	14.2461	42.58	6.387	43.98	-1.4
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Trametinib	0.63	70.96	7.8056	71.23	7.123	72.64	-1.41
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Trametinib	0.63	70.96	7.8056	71.23	7.123	72.64	-1.41
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Trifluoperazine	0.002	-3.72	4.7244	12.51	13.761	13.93	-1.42
187	MDA-MB-231	XL-184	3	17.43	13.7697	Homoharringtonine	10	96.59	0	95.76	0	97.18	-1.42
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	PF-431396	0.02	2.46	17.2446	17.64	11.466	19.06	-1.42
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Atorvastatin	1.25	18.07	21.8647	21.12	11.4048	22.54	-1.42
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Digoxin	10	98.9	0	97.85	0.9785	99.28	-1.43
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	17-DMAG	10	97.05	0	95.78	0.9578	97.21	-1.43
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Foretinib	10	90.77	0	89.84	1.7968	91.27	-1.43
187	MDA-MB-231	XL-184	3	17.43	13.7697	Triptolide	0.16	85.01	1.7002	86.19	3.4476	87.62	-1.43
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	NVP-231	0.02	2.85	21.1185	6.72	22.3104	8.15	-1.43
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Stattic	0.16	6.1	10.004	15.4	10.626	16.84	-1.44
187	MDA-MB-231	XL-184	3	17.43	13.7697	Metformin	0.002	8.44	0.0844	22.94	3.2116	24.4	-1.46
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Dapagliflozin	0.16	2.06	2.0806	11.8	4.012	13.26	-1.46
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Nelfinavir	0.16	11.48	5.166	15.14	18.3194	16.6	-1.46
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Nelfinavir	0.16	11.48	5.166	15.14	18.3194	16.6	-1.46
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	MLN-4924	1.25	49.71	11.9304	56.81	0.5681	58.27	-1.46
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Trametinib	5	70.54	9.8756	70.77	1.4154	72.24	-1.47
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Trametinib	5	70.54	9.8756	70.77	1.4154	72.24	-1.47
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Dapagliflozin	10	4.87	2.0941	19.58	5.874	21.06	-1.48
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	WZ4002	0.002	-3.69	35.8668	0.47	9.8606	1.97	-1.5
187	MDA-MB-231	XL-184	3	17.43	13.7697	Trifluorothymidine	10	21.76	0.8704	33.9	11.187	35.4	-1.5
187	MDA-MB-231	Vismodegib	10	3.3	16.203	PD-0332991	10	41.46	8.292	43.33	0.4333	44.84	-1.51
187	MDA-MB-231	Vismodegib	10	5.78	13.005	PD-0332991	10	41.46	8.292	43.33	0.4333	44.84	-1.51
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Gemcitabine	10	59.46	13.6758	62.59	3.7554	64.1	-1.51
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	KP372-1	0.02	7.82	5.865	11.32	29.5452	12.85	-1.53
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	SB 218078	10	3.89	7.9745	7.59	15.4077	9.14	-1.55
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	BI-D1870	1.25	-0.91	14.4599	9.08	5.6296	10.63	-1.55
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Triptolide	10	84.43	0.8443	83.77	2.5131	85.33	-1.56
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Triptolide	10	84.43	0.8443	83.77	2.5131	85.33	-1.56
187	MDA-MB-231	XL-184	3	17.43	13.7697	Rapamycin	0.002	22.23	15.3387	34.22	8.8972	35.79	-1.57
187	MDA-MB-231	Crizotinib	1	34.56	10.368	5-fluorouracil	0.02	-16.08	1.9296	22.47	12.8079	24.04	-1.57
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Trametinib	5	70.54	9.8756	79.14	5.5398	80.72	-1.58
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Dapagliflozin	1.25	0.96	17.1264	4.79	7.7598	6.37	-1.58
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Homoharringtonine	1.25	85.89	2.5767	86.7	2.601	88.29	-1.59
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	5-nonyloxytryptamine oxalate	0.02	4.07	11.1518	18.79	17.0989	20.4	-1.61
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	I-BET	0.02	-2.9	12.325	12.99	5.7156	14.61	-1.62
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	ABT-263	0.02	-11.33	14.8423	-6.88	2.2704	-5.25	-1.63
187	MDA-MB-231	XL-184	3	17.43	13.7697	Tipifarnib	1.25	17.74	12.7728	30.44	23.4388	32.08	-1.64
187	MDA-MB-231	Crizotinib	1	34.56	10.368	I-BET	0.02	-2.9	12.325	31.02	3.4122	32.66	-1.64
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Cerulenin	0.002	3.73	1.7531	13.09	2.618	14.74	-1.65
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Dactinomycin	1.25	89.23	1.7846	88.2	3.528	89.85	-1.65
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Dactinomycin	1.25	89.23	1.7846	88.2	3.528	89.85	-1.65
187	MDA-MB-231	XL-184	3	17.43	13.7697	Carfilzomib	1.25	100.09	0	98.34	0	100	-1.66
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	AZD-7762	10	90.51	0.9051	89.94	1.7988	91.6	-1.66
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Atorvastatin	10	79.04	4.7424	78.51	2.3553	80.18	-1.67
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Paclitaxel	10	64.94	9.0916	67.28	0	68.95	-1.67
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	PD173074	0.002	-14.9	29.949	-10.3	5.356	-8.63	-1.67
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	17-DMAG	0.002	-1.94	9.3314	13.74	10.7172	15.41	-1.67
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Tozasertib	0.002	8.88	1.6872	38.7	21.672	40.37	-1.67
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	BMS-754807	10	52.99	9.0083	53.87	13.4675	55.56	-1.69
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Dasatinib	0.16	50.77	7.6155	66.09	0.6609	67.78	-1.69
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Homoharringtonine	10	96.59	0	95.48	0	97.17	-1.69
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Syk Inhibitor	0.16	-13.32	24.642	-2.06	4.3466	-0.36	-1.7
187	MDA-MB-231	XL-184	3	17.43	13.7697	Simvastatin	0.005	3.68	2.208	18.75	3.375	20.47	-1.72
187	MDA-MB-231	Vismodegib	10	3.3	16.203	KP372-1	1.25	99.6	0	97.9	0.979	99.62	-1.72
187	MDA-MB-231	Vismodegib	10	5.78	13.005	KP372-1	1.25	99.6	0	97.9	0.979	99.62	-1.72
187	MDA-MB-231	XL-184	3	17.43	13.7697	EHT-1864	0.02	-8.12	2.436	9.01	7.1179	10.73	-1.72
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	AZD-7762	10	90.51	0.9051	89.31	0.8931	91.03	-1.72
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	MS-275	10	89.98	0.8998	89.4	0.894	91.13	-1.73
187	MDA-MB-231	XL-184	3	17.43	13.7697	Bortezomib	10	99.39	0.9939	97.77	0	99.5	-1.73
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Imatinib	0.16	8.5	2.635	38.38	12.6654	40.12	-1.74
187	MDA-MB-231	Crizotinib	1	34.56	10.368	PF-431396	0.02	2.46	17.2446	34.43	11.7062	36.17	-1.74
187	MDA-MB-231	XL-184	3	17.43	13.7697	BIBW-2992	10	81.33	5.6931	82.84	1.6568	84.58	-1.74
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Tivantinib	10	56.1	6.171	69.52	5.5616	71.27	-1.75
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Sunitinib	0.02	-17.22	11.0208	-12.58	6.6674	-10.82	-1.76
187	MDA-MB-231	Vismodegib	10	5.78	13.005	JNK inhibitor II	1.25	8.47	4.8279	11.99	2.398	13.76	-1.77
187	MDA-MB-231	Vismodegib	10	3.3	16.203	JNK inhibitor II	1.25	8.47	4.8279	11.99	2.398	13.76	-1.77
187	MDA-MB-231	XL-184	3	17.43	13.7697	Dovitinib	0.02	-8.97	9.7773	8.25	12.705	10.02	-1.77
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Erlotinib	0.002	6.5	3.77	20.64	0.4128	22.41	-1.77
187	MDA-MB-231	XL-184	3	17.43	13.7697	STA-4783	10	76.63	23.7553	78.92	6.3136	80.7	-1.78
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Erlotinib	1.25	9.85	3.349	23.41	2.1069	25.19	-1.78
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Nelfinavir	10	16.95	16.4415	24.67	5.1807	26.45	-1.78
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Thioridazine	0.16	5.77	8.1934	20.01	5.0025	21.81	-1.8
187	MDA-MB-231	Crizotinib	1	34.56	10.368	MK-2206	0.02	-4.16	31.1584	30.04	16.522	31.84	-1.8
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	BEZ-235	0.002	-13.93	8.7759	-2.71	10.7858	-0.9	-1.81
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Zibotentan	0.16	-7.77	13.209	2.75	7.1225	4.56	-1.81
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Imatinib	0.02	-2	14.98	31.44	10.3752	33.25	-1.81
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	PF 429242	1.25	-15.96	20.1096	-11.44	8.58	-9.63	-1.81
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Nelfinavir	0.002	1.71	0.8892	5.57	24.5637	7.39	-1.82
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Nelfinavir	0.002	1.71	0.8892	5.57	24.5637	7.39	-1.82
187	MDA-MB-231	Vismodegib	10	5.78	13.005	BEZ-235	0.0002	-3.83	0.766	0.32	1.76	2.17	-1.85
187	MDA-MB-231	Crizotinib	1	34.56	10.368	I-BET	10	32.93	14.8185	54.26	8.139	56.11	-1.85
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Dovitinib	10	58.6	1.172	71.06	2.8424	72.91	-1.85
187	MDA-MB-231	Vismodegib	10	3.3	16.203	BEZ-235	0.0002	-3.83	0.766	0.32	1.76	2.17	-1.85
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Enzastaurin	0.16	11.07	2.5461	24.35	13.3925	26.21	-1.86
187	MDA-MB-231	XL-184	3	17.43	13.7697	17-DMAG	0.02	-5.74	6.9454	10.82	0.541	12.69	-1.87
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	PF-431396	1.25	14.71	26.6251	17.5	9.8	19.37	-1.87
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Flavopiridol	10	81.4	2.442	82.69	1.6538	84.57	-1.88
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Gemcitabine	0.16	17.5	5.775	20.35	14.4485	22.27	-1.92
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Gemcitabine	0.16	17.5	5.775	20.35	14.4485	22.27	-1.92
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Foretinib	0.02	17.85	6.426	44.31	2.2155	46.24	-1.93
187	MDA-MB-231	Vismodegib	10	5.78	13.005	MLN-8237	1.25	11.45	9.7325	14.62	15.351	16.57	-1.95
187	MDA-MB-231	Vismodegib	10	3.3	16.203	MLN-8237	1.25	11.45	9.7325	14.62	15.351	16.57	-1.95
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Curcumin	10	0.22	4.3274	3.71	26.9717	5.67	-1.96
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Sunitinib	0.02	-17.22	11.0208	-12.41	3.2266	-10.44	-1.97
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Sunitinib	0.02	-17.22	11.0208	-12.41	3.2266	-10.44	-1.97
187	MDA-MB-231	XL-184	3	17.43	13.7697	Docetaxel	0.16	68.4	3.42	71.94	0.7194	73.91	-1.97
187	MDA-MB-231	Crizotinib	1	34.56	10.368	PD-0332991	1.25	29.56	4.1384	51.93	5.7123	53.9	-1.97
187	MDA-MB-231	Vismodegib	10	3.3	16.203	AZD-7762	10	90.51	0.9051	89.07	2.6721	91.06	-1.99
187	MDA-MB-231	Vismodegib	10	5.78	13.005	AZD-7762	10	90.51	0.9051	89.07	2.6721	91.06	-1.99
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Dasatinib	10	61.7	3.085	66.22	3.9732	68.22	-2
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	GANT61	0.02	0.14	10.4048	3.59	24.5915	5.59	-2
187	MDA-MB-231	XL-184	3	17.43	13.7697	Rapamycin	10	25.74	12.0978	36.67	1.1001	38.68	-2.01
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	BEZ-235	0.02	35.68	9.9904	37.17	0.3717	39.19	-2.02
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Vandetanib	1.25	4.57	10.6938	7.76	16.684	9.78	-2.02
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	ML 130	10	8.17	1.5523	11.15	32.0005	13.18	-2.03
187	MDA-MB-231	XL-184	3	17.43	13.7697	SN-38	0.002	24.55	35.843	35.67	20.3319	37.7	-2.03
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	NVP-231	0.16	13.72	13.1712	21.56	6.6836	23.59	-2.03
187	MDA-MB-231	XL-184	3	17.43	13.7697	ML 130	10	8.17	1.5523	22.14	11.7342	24.18	-2.04
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Dasatinib	1.25	57.76	10.3968	58.15	10.467	60.2	-2.05
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Dasatinib	1.25	57.76	10.3968	58.15	10.467	60.2	-2.05
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Embelin	0.02	-6.63	3.8454	3.52	22.176	5.57	-2.05
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	PF-573228	1.25	-0.35	0.385	14.66	10.995	16.73	-2.07
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	AZD-4547	0.02	4.38	3.723	13.24	27.6716	15.32	-2.08
187	MDA-MB-231	XL-184	3	17.43	13.7697	BEZ-235	0.0002	-3.83	0.766	12.19	9.8739	14.27	-2.08
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	BI-D1870	0.002	2.97	5.7321	17.39	3.9997	19.48	-2.09
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	SB225002	0.002	2.98	7.2712	6.19	10.9563	8.28	-2.09
187	MDA-MB-231	XL-184	3	17.43	13.7697	Cerulenin	0.002	3.73	1.7531	18.42	12.1572	20.51	-2.09
187	MDA-MB-231	XL-184	3	17.43	13.7697	2-deoxy-D-glucose	125	3.08	11.4268	17.87	21.444	19.97	-2.1
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	PHA 665752	0.002	-8.38	7.7934	1.92	23.2896	4.02	-2.1
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	NH125	1.25	21.77	16.3275	28.61	4.8637	30.72	-2.11
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	Metformin	0.16	10.62	23.7888	23.72	10.1996	25.83	-2.11
187	MDA-MB-231	Paclitaxel	0.003	17.02	13.2756	NVP-231	0.02	2.85	21.1185	17.25	5.3475	19.38	-2.13
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Nelfinavir	0.002	1.71	0.8892	10.8	15.552	12.95	-2.15
187	MDA-MB-231	XL-184	3	17.43	13.7697	GGTI-298	0.02	-1.9	3.667	13.7	10.549	15.86	-2.16
187	MDA-MB-231	Crizotinib	1	34.56	10.368	GDC-0941	10	45.94	9.6474	62.44	1.8732	64.62	-2.18
187	MDA-MB-231	XL-184	3	17.43	13.7697	BMS-754807	0.02	6.67	17.7422	20.75	0.83	22.94	-2.19
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	Nutlin-3	0.02	-2.06	19.673	1.32	11.6688	3.51	-2.19
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Curcumin	10	0.22	4.3274	3.8	0.76	5.99	-2.19
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Curcumin	10	0.22	4.3274	3.8	0.76	5.99	-2.19
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Bortezomib	0.002	12.47	9.6019	20.28	7.3008	22.48	-2.2
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	Orlistat	1.25	3.88	9.1956	12.68	17.8788	14.88	-2.2
187	MDA-MB-231	Everolimus	0.03	5.46	11.7936	ABT-263	0.002	0.08	17.4816	3.34	3.7074	5.54	-2.2
187	MDA-MB-231	Vismodegib	10	5.78	13.005	Dactinomycin	0.02	77.58	0.7758	76.66	0	78.88	-2.22
187	MDA-MB-231	Vismodegib	10	3.3	16.203	Dactinomycin	0.02	77.58	0.7758	76.66	0	78.88	-2.22
187	MDA-MB-231	Erlotinib	3	11.44	11.0968	ABT-888	0.16	11.01	25.323	18.96	1.5168	21.19	-2.23
187	MDA-MB-231	Crizotinib	1	34.56	10.368	Simvastatin	0.04	14.73	13.5516	41.97	2.9379	44.2	-2.23
187	MDA-MB-231	XL-184	3	17.43	13.7697	PNU 74654	0.002	7.3	10.804	21.21	4.0299	23.46	-2.25
