Cellline	Drug	Dose	Inhibition
A2058	AZD7762	0.02	26.54687031
A2058	AZD7762	0.1	100.4418549
A2058	CHIR265	0.08	119.6802377
A2058	CHIR265	0.4	63.67968113
A2058	IMD0354	0.016	452.9942212
A2058	IMD0354	0.08	103.439512
A2058	Nutlin-3	0.1	92.76162037
A2058	Nutlin-3	0.5	102.2417602
A2058	OSU03012	1	68.33262735
A2058	OSU03012	5	93.97866748
A2058	PF04217903	1	49.22977358
A2058	PF04217903	5	118.1391433
A2058	PF562271	0.08	81.79906963
A2058	PF562271	0.4	78.20579942
A2058	SNS-032	0.01	107.9222082
A2058	SNS-032	0.05	76.34482111
A2058	SNS314	8e-04	135.8733207
A2058	SNS314	0.004	71.05469329
A2058	ABT263	0.4	140.9005396
A2058	ABT263	2	92.45250611
A2058	bivanib/BI2536	0.001	206.20809
A2058	bivanib/BI2536	0.005	12.05301286
A2058	CX4945	0.4	93.60501371
A2058	CX4945	2	83.59279409
A2058	Darinaparsin	0.4	47.74698626
A2058	Darinaparsin	2	66.94931531
A2058	ENMD2076	0.04	62.12793121
A2058	ENMD2076	0.2	75.41900176
A2058	EX527	2	127.2352021
A2058	EX527	10	95.55486936
A2058	FK866	0.01	47.42521578
A2058	FK866	0.05	112.6581133
A2058	Indole-3-carbinol	0.8	136.5110779
A2058	Indole-3-carbinol	4	125.5634432
A2058	Lestaurtinib	0.004	86.42146153
A2058	Lestaurtinib	0.02	95.89894297
A2058	MK1775	0.02	37.5676119
A2058	MK1775	0.1	97.32044811
A2058	MK2206	0.4	27.82371204
A2058	MK2206	2	65.45357304
A2058	NVP-BEZ235	0.004	118.561625
A2058	NVP-BEZ235	0.02	82.39792466
A2058	RKI983	0.4	123.629912
A2058	RKI983	2	76.27309743
A2058	selumetinib/AZD6244	0.015	116.7913734
A2058	selumetinib/AZD6244	0.075	93.43441679
A2058	Tideglusib/TZDZ-8	0.4	42.43507396
A2058	Tideglusib/TZDZ-8	2	110.1838523
A2058	Tozasertib/VX680	0.006	76.13914259
A2058	Tozasertib/VX680	0.03	75.53773779
A2058	Veliparib/ABT888	1.4	178.3265038
A2058	Veliparib/ABT888	7	79.67702993
A2058	VX702	0.4	80.75201897
A2058	VX702	2	111.7463472
A2058	XL147	0.8	35.17447502
A2058	XL147	4	98.85593952
A2058	YM155	4e-04	65.34581143
A2058	YM155	0.002	16.23369513
A2058	cediranib/AZD2171	0.4	70.48141772
A2058	cediranib/AZD2171	2	90.6612895
A2058	Dovitinib/CHIR-258	0.1	195.9615575
A2058	Dovitinib/CHIR-258	0.5	54.85611755
A2058	Enzastaurin	0.8	100.1842773
A2058	Enzastaurin	4	87.51517313
A2058	Midostaurin/PKC412	0.08	72.14738463
A2058	Midostaurin/PKC412	0.4	72.01175939
A2058	OSI906	0.4	211.7075415
A2058	OSI906	2	97.04276285
A2058	palbociclib/PD332991	0.04	114.917512
A2058	palbociclib/PD332991	0.2	136.4443189
A2058	Perifosine	0.4	47.74684154
A2058	Perifosine	2	67.98534977
A2058	STA4783	0.006	159.1168305
A2058	STA4783	0.03	10.70805627
A2058	Tamatinib/R406	0.4	103.1165689
A2058	Tamatinib/R406	2	93.67208573
A2058	Tanespimycin/17-AAG	0.002	54.02753509
A2058	Tanespimycin/17-AAG	0.01	75.68873776
A2058	tipifarnib	0.01	136.7998745
A2058	tipifarnib	0.05	95.05626464
A2058	vatalanib/PTK787	2	98.77248416
A2058	vatalanib/PTK787	10	60.21745949
A2058	A769662	2	115.3172799
A2058	A769662	10	105.3788175
A2058	AS252424	1	199.6465692
A2058	AS252424	5	88.34508028
A2058	BI78D3	0.2	122.4557979
A2058	BI78D3	1	90.23540117
A2058	BID1870	0.2	71.0825229
A2058	BID1870	1	96.24592216
A2058	BMS536924	0.2	82.99434838
A2058	BMS536924	1	96.36386459
A2058	C75	1	39.23367534
A2058	C75	5	82.88314289
A2058	Dorsomorphin	0.4	77.69017312
A2058	Dorsomorphin	2	82.9198566
A2058	Embelin	1.2	37.28453429
A2058	Embelin	6	88.65842536
A2058	FH535	1	68.86492219
A2058	FH535	5	73.07482035
A2058	GSK0660	1	50.21953963
A2058	GSK0660	5	94.63895206
A2058	GSK650394	0.16	139.9161862
A2058	GSK650394	0.8	111.200809
A2058	GW0742	2	200.9144143
A2058	GW0742	10	104.504889
A2058	GW2580	1	99.76938161
A2058	GW2580	5	118.0247641
A2058	GW441756	0.4	101.4786671
A2058	GW441756	2	97.30485536
A2058	GW9662	2	95.09637678
A2058	GW9662	10	94.23507889
A2058	HIF-1i	2	79.19733752
A2058	HIF-1i	10	86.42262086
A2058	IPA3	0.8	101.9191551
A2058	IPA3	4	86.0508262
A2058	JNK5a	0.008	82.96073001
A2058	JNK5a	0.04	137.9704308
A2058	JZL184	1	186.0973073
A2058	JZL184	5	107.2043718
A2058	KU0063794	0.02	126.1287516
A2058	KU0063794	0.1	117.9165887
A2058	KU55933	1	253.0357207
A2058	KU55933	5	84.78861952
A2058	L779450	0.2	103.9282768
A2058	L779450	1	88.9190774
A2058	LFM-A13	2	77.03917014
A2058	LFM-A13	10	94.66610089
A2058	LSN415169	1	107.5964537
A2058	LSN415169	5	92.42630791
A2058	NVP-TAE684	0.08	84.03442566
A2058	NVP-TAE684	0.4	53.95632427
A2058	PD173074	0.1	81.96482814
A2058	PD173074	0.5	90.34943687
A2058	PIM-1 4a	2	114.3785692
A2058	PIM-1 4a	10	108.5497995
A2058	QS11	1	77.71927944
A2058	QS11	5	102.6605063
A2058	SrcI1	2	178.1827849
A2058	SrcI1	10	102.6587858
A2058	SU6656	0.4	104.0475272
A2058	SU6656	2	94.59997636
A2058	T0901317	1.4	89.14702541
A2058	T0901317	7	109.6695961
A2058	TCS401	1.666666667	51.41397607
A2058	TCS401	8.333333333	112.4591135
A2058	Tie2i	1	114.8588892
A2058	Tie2i	5	99.15273282
A2058	U73122	0.4	80.96088062
A2058	U73122	2	69.22439327
A2058	vasastrol	0.4	148.0913185
A2058	vasastrol	2	87.83153483
A2058	Wnti	0.1	1007.442496
A2058	Wnti	0.5	6.95334532
A2058	XAV939	2	85.60272728
A2058	XAV939	10	84.16536366
A2058	ZM336372	2	74.2267005
A2058	ZM336372	10	94.62885873
WM115	Bexarotene	2	110.8242919
WM115	Bexarotene	10	116.5793823
WM115	Bortezomib	0.001	88.14422449
WM115	Bortezomib	0.005	18.8402218
WM115	cisplatin	1.6	60.68978424
WM115	cisplatin	8	85.15862408
WM115	CP690550	1	138.9097703
WM115	CP690550	5	126.1080076
WM115	Crizotinib/PF2341066	0.2	142.5023884
WM115	Crizotinib/PF2341066	1	63.53159554
WM115	dasatanib	0.004	123.5108148
WM115	dasatanib	0.02	66.21685891
WM115	decitabine	0.1	153.9824285
WM115	decitabine	0.5	94.79668628
WM115	Docetaxel	1e-04	127.2725777
WM115	Docetaxel	5e-04	41.10249879
WM115	erlotinib	0.8	103.6193133
WM115	erlotinib	4	68.3276009
WM115	etoposide	0.02	101.1167631
WM115	etoposide	0.1	67.25815365
WM115	everolimus	0.02	107.3945616
WM115	everolimus	0.1	70.17863752
WM115	fingolimod	2	63.45515868
WM115	fingolimod	10	8.472012634
WM115	fludarabine	0.2	408.4527575
WM115	fludarabine	1	100.4755564
WM115	gemcitabine	4e-04	67.83648355
WM115	gemcitabine	0.002	54.8503081
WM115	ruxolitinib	1	104.6054307
WM115	ruxolitinib	5	90.28483059
WM115	lapatinib	0.8	149.8954641
WM115	lapatinib	4	94.8798036
WM115	lenalidomide	1	87.73220046
WM115	lenalidomide	5	108.7855906
WM115	nilotinib	0.2	62.28980074
WM115	nilotinib	1	132.5010916
WM115	nilutamide	1	35.16609397
WM115	nilutamide	5	122.9076335
WM115	Pazopanib	0.4	145.9495481
WM115	Pazopanib	2	84.4835475
WM115	pioglitazone	2	71.85862856
WM115	pioglitazone	10	96.42958884
WM115	PLX4720	0.08	84.1273455
WM115	PLX4720	0.4	80.24180879
WM115	sorafenib	0.4	67.41534908
WM115	sorafenib	2	84.46357622
WM115	stibogluconate	2	46.56683132
WM115	stibogluconate	10	78.46776511
WM115	sunitinib	0.4	46.17664198
WM115	sunitinib	2	57.87393034
WM115	temozolomide	2	120.3675507
WM115	temozolomide	10	100.0741336
WM115	vincristine	1e-04	416.4856793
WM115	vincristine	5e-04	104.6003196
WM115	vismodegib/GDC0449	1	93.18938953
WM115	vismodegib/GDC0449	5	103.9776205
WM115	vorinostat/SAHA	0.08	76.46711167
WM115	vorinostat/SAHA	0.4	73.39221859
WM115	AZD7762	0.02	37.40730722
WM115	AZD7762	0.1	71.24828247
WM115	CHIR265	0.08	529.1005398
WM115	CHIR265	0.4	34.89126847
WM115	IMD0354	0.016	177.7971262
WM115	IMD0354	0.08	118.8550944
WM115	Nutlin-3	0.1	116.1321222
WM115	Nutlin-3	0.5	89.41129667
WM115	OSU03012	1	144.626002
WM115	OSU03012	5	94.97784911
WM115	PF04217903	1	23.95246043
WM115	PF04217903	5	87.0709709
WM115	PF562271	0.08	171.2225883
WM115	PF562271	0.4	65.94932227
WM115	SNS-032	0.01	146.8344791
WM115	SNS-032	0.05	90.83999631
WM115	SNS314	8e-04	182.7594985
WM115	SNS314	0.004	44.23351563
WM115	ABT263	0.4	294.0654383
WM115	ABT263	2	104.1410956
WM115	bivanib/BI2536	0.001	285.3905553
WM115	bivanib/BI2536	0.005	37.96442805
WM115	CX4945	0.4	73.88873464
WM115	CX4945	2	87.98710698
WM115	Darinaparsin	0.4	70.75003514
WM115	Darinaparsin	2	60.6528562
WM115	ENMD2076	0.04	104.3726696
WM115	ENMD2076	0.2	86.700132
WM115	EX527	2	101.887863
WM115	EX527	10	88.99325053
WM115	FK866	0.01	67.57636875
WM115	FK866	0.05	105.9351778
WM115	Indole-3-carbinol	0.8	71.30707726
WM115	Indole-3-carbinol	4	125.8117734
WM115	Lestaurtinib	0.004	127.4704533
WM115	Lestaurtinib	0.02	53.71640161
WM115	MK1775	0.02	129.4647771
WM115	MK1775	0.1	59.45308643
WM115	MK2206	0.4	129.4180924
WM115	MK2206	2	59.17469578
WM115	NVP-BEZ235	0.004	91.3743523
WM115	NVP-BEZ235	0.02	66.16418406
WM115	RKI983	0.4	41.45818019
WM115	RKI983	2	86.5326068
WM115	selumetinib/AZD6244	0.015	30.81226402
WM115	selumetinib/AZD6244	0.075	79.97798903
WM115	Tideglusib/TZDZ-8	0.4	79.36579768
WM115	Tideglusib/TZDZ-8	2	135.1871815
WM115	Tozasertib/VX680	0.006	222.7981135
WM115	Tozasertib/VX680	0.03	54.97030884
WM115	Veliparib/ABT888	1.4	90.4138622
WM115	Veliparib/ABT888	7	69.92351089
WM115	VX702	0.4	48.07855112
WM115	VX702	2	103.9888824
WM115	XL147	0.8	128.3409524
WM115	XL147	4	109.8649957
WM115	YM155	4e-04	99.43863481
WM115	YM155	0.002	63.71122037
WM115	cediranib/AZD2171	0.4	28.98649964
WM115	cediranib/AZD2171	2	79.98832357
WM115	Dovitinib/CHIR-258	0.1	105.5538607
WM115	Dovitinib/CHIR-258	0.5	67.53850922
WM115	Enzastaurin	0.8	29.26748839
WM115	Enzastaurin	4	99.53596574
WM115	Midostaurin/PKC412	0.08	85.46405236
WM115	Midostaurin/PKC412	0.4	40.46501991
WM115	OSI906	0.4	105.4500014
WM115	OSI906	2	85.11867532
WM115	palbociclib/PD332991	0.04	37.28614884
WM115	palbociclib/PD332991	0.2	44.63739836
WM115	Perifosine	0.4	237.6277138
WM115	Perifosine	2	105.8907708
WM115	STA4783	0.006	170.5904521
WM115	STA4783	0.03	15.42334048
WM115	Tamatinib/R406	0.4	34.82524909
WM115	Tamatinib/R406	2	71.8219956
WM115	Tanespimycin/17-AAG	0.002	81.79767277
WM115	Tanespimycin/17-AAG	0.01	27.08775511
WM115	tipifarnib	0.01	75.26715989
WM115	tipifarnib	0.05	87.22522784
WM115	vatalanib/PTK787	2	113.2386886
WM115	vatalanib/PTK787	10	96.74397319
WM115	A769662	2	19.33602177
WM115	A769662	10	107.3492874
WM115	AS252424	1	91.37500183
WM115	AS252424	5	91.21177495
WM115	BI78D3	0.2	106.7376723
WM115	BI78D3	1	96.83045984
WM115	BID1870	0.2	118.7072631
WM115	BID1870	1	97.76087881
WM115	BMS536924	0.2	46.10029607
WM115	BMS536924	1	99.53785656
WM115	C75	1	89.14688892
WM115	C75	5	73.66957701
WM115	Dorsomorphin	0.4	175.8691383
WM115	Dorsomorphin	2	80.96914045
WM115	Embelin	1.2	44.25468909
WM115	Embelin	6	103.3483053
WM115	FH535	1	83.27555872
WM115	FH535	5	66.84183578
WM115	GSK0660	1	52.50536062
WM115	GSK0660	5	103.8869311
WM115	GSK650394	0.16	112.4282185
WM115	GSK650394	0.8	93.92166699
WM115	GW0742	2	102.918207
WM115	GW0742	10	85.8138606
WM115	GW2580	1	41.30255163
WM115	GW2580	5	94.89907106
WM115	GW441756	0.4	51.8128822
WM115	GW441756	2	96.16883304
WM115	GW9662	2	196.4693331
WM115	GW9662	10	80.43293823
WM115	HIF-1i	2	81.46938271
WM115	HIF-1i	10	85.09943489
WM115	IPA3	0.8	138.8146326
WM115	IPA3	4	73.83814526
WM115	JNK5a	0.008	69.40101325
WM115	JNK5a	0.04	100.6220622
WM115	JZL184	1	295.5343468
WM115	JZL184	5	104.9377691
WM115	KU0063794	0.02	101.7129614
WM115	KU0063794	0.1	106.8957568
WM115	KU55933	1	128.6933127
WM115	KU55933	5	90.20970966
WM115	L779450	0.2	138.6953157
WM115	L779450	1	47.57674397
WM115	LFM-A13	2	121.1720578
WM115	LFM-A13	10	109.1186782
WM115	LSN415169	1	126.502398
WM115	LSN415169	5	88.52291047
WM115	NVP-TAE684	0.08	100.2782516
WM115	NVP-TAE684	0.4	93.92342313
WM115	PD173074	0.1	29.02820469
WM115	PD173074	0.5	92.8397082
WM115	PIM-1 4a	2	100.8273712
WM115	PIM-1 4a	10	88.94695179
WM115	QS11	1	103.6481782
WM115	QS11	5	85.2381398
WM115	SrcI1	2	157.5695438
WM115	SrcI1	10	71.55315301
WM115	SU6656	0.4	99.91912289
WM115	SU6656	2	56.63606092
WM115	T0901317	1.4	42.04629356
WM115	T0901317	7	89.00258638
WM115	TCS401	1.666666667	51.15414829
WM115	TCS401	8.333333333	81.48958333
WM115	Tie2i	1	116.1200952
WM115	Tie2i	5	102.0071125
WM115	U73122	0.4	80.20683679
WM115	U73122	2	98.57173697
WM115	vasastrol	0.4	35.89663144
WM115	vasastrol	2	112.3488974
WM115	Wnti	0.1	732.6299543
WM115	Wnti	0.5	30.61820336
WM115	XAV939	2	180.1362127
WM115	XAV939	10	84.95581502
WM115	ZM336372	2	62.06134608
WM115	ZM336372	10	90.95923252
RVH-421	Bexarotene	2	43.95586902
RVH-421	Bexarotene	10	114.0893783
RVH-421	Bortezomib	0.001	98.94585472
RVH-421	Bortezomib	0.005	2.857573199
RVH-421	cisplatin	1.6	63.47390365
RVH-421	cisplatin	8	89.14516697
RVH-421	CP690550	1	92.81015326
RVH-421	CP690550	5	116.2677489
RVH-421	Crizotinib/PF2341066	0.2	77.07451722
RVH-421	Crizotinib/PF2341066	1	65.6602342
RVH-421	dasatanib	0.004	60.47624477
RVH-421	dasatanib	0.02	76.91789827
RVH-421	decitabine	0.1	68.23803193
RVH-421	decitabine	0.5	85.20805986
RVH-421	Docetaxel	1e-04	88.4116553
RVH-421	Docetaxel	5e-04	140.9179102
RVH-421	erlotinib	0.8	30.78495863
RVH-421	erlotinib	4	101.2204849
RVH-421	etoposide	0.02	87.63482539
RVH-421	etoposide	0.1	99.33308977
RVH-421	everolimus	0.02	124.4671549
RVH-421	everolimus	0.1	69.02644931
RVH-421	fingolimod	2	80.82019099
RVH-421	fingolimod	10	2.688897003
RVH-421	fludarabine	0.2	47.47810793
RVH-421	fludarabine	1	104.9326362
RVH-421	gemcitabine	4e-04	133.7537465
RVH-421	gemcitabine	0.002	37.82444375
RVH-421	ruxolitinib	1	120.9416765
RVH-421	ruxolitinib	5	75.94863456
RVH-421	lapatinib	0.8	359.5882928
RVH-421	lapatinib	4	130.5464289
RVH-421	lenalidomide	1	192.9399434
RVH-421	lenalidomide	5	91.49675324
RVH-421	nilotinib	0.2	76.15178405
RVH-421	nilotinib	1	92.44683982
RVH-421	nilutamide	1	54.96195338
RVH-421	nilutamide	5	120.3556481
RVH-421	Pazopanib	0.4	150.1485342
RVH-421	Pazopanib	2	460.2842604
RVH-421	pioglitazone	2	88.81336625
RVH-421	pioglitazone	10	83.08991223
RVH-421	PLX4720	0.08	65.82712102
RVH-421	PLX4720	0.4	82.93539381
RVH-421	sorafenib	0.4	53.98515137
RVH-421	sorafenib	2	81.44799711
RVH-421	stibogluconate	2	30.25481876
RVH-421	stibogluconate	10	111.7598347
RVH-421	sunitinib	0.4	82.26962756
RVH-421	sunitinib	2	73.40475155
RVH-421	temozolomide	2	135.6922562
RVH-421	temozolomide	10	91.46712995
RVH-421	vincristine	1e-04	131.505859
RVH-421	vincristine	5e-04	85.21319474
RVH-421	vismodegib/GDC0449	1	90.94003636
RVH-421	vismodegib/GDC0449	5	117.7671053
RVH-421	vorinostat/SAHA	0.08	57.24674179
RVH-421	vorinostat/SAHA	0.4	104.9388112
RVH-421	AZD7762	0.02	32.04534986
RVH-421	AZD7762	0.1	133.4871
RVH-421	CHIR265	0.08	259.5682207
RVH-421	CHIR265	0.4	47.18471879
RVH-421	IMD0354	0.016	76.38102077
RVH-421	IMD0354	0.08	83.98475489
RVH-421	Nutlin-3	0.1	71.41086561
RVH-421	Nutlin-3	0.5	81.93138336
RVH-421	OSU03012	1	126.0149371
RVH-421	OSU03012	5	68.9827934
RVH-421	PF04217903	1	67.13472469
RVH-421	PF04217903	5	91.57376571
RVH-421	PF562271	0.08	184.8445438
RVH-421	PF562271	0.4	73.10930831
RVH-421	SNS-032	0.01	64.84109903
RVH-421	SNS-032	0.05	83.6784806
RVH-421	SNS314	8e-04	94.47586815
RVH-421	SNS314	0.004	90.00639061
RVH-421	ABT263	0.4	86.43066991
RVH-421	ABT263	2	50.99931049
RVH-421	bivanib/BI2536	0.001	83.24149753
RVH-421	bivanib/BI2536	0.005	79.05704377
RVH-421	CX4945	0.4	76.70192858
RVH-421	CX4945	2	45.67355128
RVH-421	Darinaparsin	0.4	92.55219407
RVH-421	Darinaparsin	2	88.56937854
RVH-421	ENMD2076	0.04	139.3996009
RVH-421	ENMD2076	0.2	89.60028252
RVH-421	EX527	2	96.44633322
RVH-421	EX527	10	89.68524122
RVH-421	FK866	0.01	127.8420212
RVH-421	FK866	0.05	113.9404579
RVH-421	Indole-3-carbinol	0.8	53.5996418
RVH-421	Indole-3-carbinol	4	87.72518763
RVH-421	Lestaurtinib	0.004	51.23254319
RVH-421	Lestaurtinib	0.02	66.79181566
RVH-421	MK1775	0.02	85.67411515
RVH-421	MK1775	0.1	85.35015775
RVH-421	MK2206	0.4	100.5075902
RVH-421	MK2206	2	66.02928076
RVH-421	NVP-BEZ235	0.004	148.0848519
RVH-421	NVP-BEZ235	0.02	76.67775076
RVH-421	RKI983	0.4	168.7412474
RVH-421	RKI983	2	64.90182231
RVH-421	selumetinib/AZD6244	0.015	82.70662116
RVH-421	selumetinib/AZD6244	0.075	161.3793266
RVH-421	Tideglusib/TZDZ-8	0.4	95.26606505
RVH-421	Tideglusib/TZDZ-8	2	84.89694835
RVH-421	Tozasertib/VX680	0.006	136.1179879
RVH-421	Tozasertib/VX680	0.03	80.91176469
RVH-421	Veliparib/ABT888	1.4	71.84613901
RVH-421	Veliparib/ABT888	7	91.88717265
RVH-421	VX702	0.4	194.6635875
RVH-421	VX702	2	70.41335058
RVH-421	XL147	0.8	84.53516258
RVH-421	XL147	4	75.02091533
RVH-421	YM155	4e-04	157.3155218
RVH-421	YM155	0.002	77.9765345
RVH-421	cediranib/AZD2171	0.4	48.90704192
RVH-421	cediranib/AZD2171	2	86.98299914
RVH-421	Dovitinib/CHIR-258	0.1	131.7102874
RVH-421	Dovitinib/CHIR-258	0.5	78.25968412
RVH-421	Enzastaurin	0.8	125.3182295
RVH-421	Enzastaurin	4	61.78287818
RVH-421	Midostaurin/PKC412	0.08	29.18565305
RVH-421	Midostaurin/PKC412	0.4	69.11449399
RVH-421	OSI906	0.4	111.749545
RVH-421	OSI906	2	98.93828286
RVH-421	palbociclib/PD332991	0.04	63.17955351
RVH-421	palbociclib/PD332991	0.2	272.1987667
RVH-421	Perifosine	0.4	49.04341732
RVH-421	Perifosine	2	89.56528061
RVH-421	STA4783	0.006	109.7708297
RVH-421	STA4783	0.03	73.90109982
RVH-421	Tamatinib/R406	0.4	61.44958918
RVH-421	Tamatinib/R406	2	116.4617889
RVH-421	Tanespimycin/17-AAG	0.002	240.0020061
RVH-421	Tanespimycin/17-AAG	0.01	63.66087513
RVH-421	tipifarnib	0.01	109.5715207
RVH-421	tipifarnib	0.05	84.09059095
RVH-421	vatalanib/PTK787	2	132.0218836
RVH-421	vatalanib/PTK787	10	51.09665838
RVH-421	A769662	2	119.2240617
RVH-421	A769662	10	81.67164713
RVH-421	AS252424	1	71.48010701
RVH-421	AS252424	5	135.9059078
RVH-421	BI78D3	0.2	81.64017371
RVH-421	BI78D3	1	102.8476114
RVH-421	BID1870	0.2	199.1828228
RVH-421	BID1870	1	109.4147759
RVH-421	BMS536924	0.2	73.16232303
RVH-421	BMS536924	1	82.2578473
RVH-421	C75	1	55.56862293
RVH-421	C75	5	149.7191363
RVH-421	Dorsomorphin	0.4	87.12044653
RVH-421	Dorsomorphin	2	105.2422813
RVH-421	Embelin	1.2	86.72437619
RVH-421	Embelin	6	79.78981194
RVH-421	FH535	1	120.2912604
RVH-421	FH535	5	60.03071528
RVH-421	GSK0660	1	230.3048939
RVH-421	GSK0660	5	100.4081801
RVH-421	GSK650394	0.16	121.738431
RVH-421	GSK650394	0.8	78.32081887
RVH-421	GW0742	2	52.2089512
RVH-421	GW0742	10	122.7136497
RVH-421	GW2580	1	180.3655102
RVH-421	GW2580	5	114.1475922
RVH-421	GW441756	0.4	167.1928497
RVH-421	GW441756	2	98.8334638
RVH-421	GW9662	2	126.8591002
RVH-421	GW9662	10	111.5104587
RVH-421	HIF-1i	2	77.86716015
RVH-421	HIF-1i	10	84.6350269
RVH-421	IPA3	0.8	50.11419585
RVH-421	IPA3	4	96.3964791
RVH-421	JNK5a	0.008	107.6003451
RVH-421	JNK5a	0.04	119.9647018
RVH-421	JZL184	1	111.1596586
RVH-421	JZL184	5	84.87079336
RVH-421	KU0063794	0.02	60.71595736
RVH-421	KU0063794	0.1	114.1751853
RVH-421	KU55933	1	98.38990964
RVH-421	KU55933	5	99.50080289
RVH-421	L779450	0.2	82.27569624
RVH-421	L779450	1	76.03743765
RVH-421	LFM-A13	2	157.4932236
RVH-421	LFM-A13	10	118.2356802
RVH-421	LSN415169	1	77.4809924
RVH-421	LSN415169	5	114.3463625
RVH-421	NVP-TAE684	0.08	104.6163707
RVH-421	NVP-TAE684	0.4	100.5943685
RVH-421	PD173074	0.1	87.83422488
RVH-421	PD173074	0.5	75.50958824
RVH-421	PIM-1 4a	2	63.3077375
RVH-421	PIM-1 4a	10	91.81265874
RVH-421	QS11	1	181.3259001
RVH-421	QS11	5	56.08016453
RVH-421	SrcI1	2	90.64354151
RVH-421	SrcI1	10	111.6959584
RVH-421	SU6656	0.4	53.40816953
RVH-421	SU6656	2	83.88379754
RVH-421	T0901317	1.4	79.1992546
RVH-421	T0901317	7	9.525392474
RVH-421	TCS401	1.666666667	42.04139923
RVH-421	TCS401	8.333333333	99.13786557
RVH-421	Tie2i	1	257.4085512
RVH-421	Tie2i	5	109.2470738
RVH-421	U73122	0.4	184.011312
RVH-421	U73122	2	80.79345737
RVH-421	vasastrol	0.4	115.9180633
RVH-421	vasastrol	2	66.3088419
RVH-421	Wnti	0.1	205.8896541
RVH-421	Wnti	0.5	25.88814575
RVH-421	XAV939	2	44.83744841
RVH-421	XAV939	10	75.75715112
RVH-421	ZM336372	2	178.1166161
RVH-421	ZM336372	10	87.68243679
LOXIMVI	Bexarotene	2	52.9383612
LOXIMVI	Bexarotene	10	87.76516604
LOXIMVI	Bortezomib	0.001	165.9766235
LOXIMVI	Bortezomib	0.005	31.34095335
LOXIMVI	cisplatin	1.6	81.28022003
LOXIMVI	cisplatin	8	63.43252641
LOXIMVI	CP690550	1	18.8864309
LOXIMVI	CP690550	5	110.1445592
LOXIMVI	Crizotinib/PF2341066	0.2	115.2368376
LOXIMVI	Crizotinib/PF2341066	1	108.4034743
LOXIMVI	dasatanib	0.004	68.68282532
LOXIMVI	dasatanib	0.02	25.33421237
LOXIMVI	decitabine	0.1	48.13187183
LOXIMVI	decitabine	0.5	61.56252522
LOXIMVI	Docetaxel	1e-04	79.07989934
LOXIMVI	Docetaxel	5e-04	52.76945951
LOXIMVI	erlotinib	0.8	105.9054903
LOXIMVI	erlotinib	4	65.28758079
LOXIMVI	etoposide	0.02	119.9800761
LOXIMVI	etoposide	0.1	110.0405612
LOXIMVI	everolimus	0.02	77.12556464
LOXIMVI	everolimus	0.1	51.74600843
LOXIMVI	fingolimod	2	98.6239316
LOXIMVI	fingolimod	10	16.12400152
LOXIMVI	fludarabine	0.2	350.0104507
LOXIMVI	fludarabine	1	117.000409
LOXIMVI	gemcitabine	4e-04	68.91644037
LOXIMVI	gemcitabine	0.002	44.46435346
LOXIMVI	ruxolitinib	1	154.657884
LOXIMVI	ruxolitinib	5	136.3605024
LOXIMVI	lapatinib	0.8	104.3622151
LOXIMVI	lapatinib	4	104.3638906
LOXIMVI	lenalidomide	1	78.58587862
LOXIMVI	lenalidomide	5	89.65865189
LOXIMVI	nilotinib	0.2	100.4426438
LOXIMVI	nilotinib	1	146.2755653
LOXIMVI	nilutamide	1	57.25878279
LOXIMVI	nilutamide	5	101.8976412
LOXIMVI	Pazopanib	0.4	156.41881
LOXIMVI	Pazopanib	2	72.8724615
LOXIMVI	pioglitazone	2	81.3724329
LOXIMVI	pioglitazone	10	82.69834624
LOXIMVI	PLX4720	0.08	35.40991429
LOXIMVI	PLX4720	0.4	83.59727814
LOXIMVI	sorafenib	0.4	97.69781479
LOXIMVI	sorafenib	2	177.2696869
LOXIMVI	stibogluconate	2	155.6777334
LOXIMVI	stibogluconate	10	104.4987451
LOXIMVI	sunitinib	0.4	55.77135207
LOXIMVI	sunitinib	2	140.8199067
LOXIMVI	temozolomide	2	35.82097465
LOXIMVI	temozolomide	10	76.52272914
LOXIMVI	vincristine	1e-04	156.3760755
LOXIMVI	vincristine	5e-04	76.5986327
LOXIMVI	vismodegib/GDC0449	1	27.92410875
LOXIMVI	vismodegib/GDC0449	5	73.12331943
LOXIMVI	vorinostat/SAHA	0.08	23.43232716
LOXIMVI	vorinostat/SAHA	0.4	86.07115636
LOXIMVI	AZD7762	0.02	130.6946671
LOXIMVI	AZD7762	0.1	94.40322937
LOXIMVI	CHIR265	0.08	73.19243016
LOXIMVI	CHIR265	0.4	72.78413125
LOXIMVI	IMD0354	0.016	48.35831578
LOXIMVI	IMD0354	0.08	98.99141588
LOXIMVI	Nutlin-3	0.1	116.5638414
LOXIMVI	Nutlin-3	0.5	67.67456565
LOXIMVI	OSU03012	1	45.02837353
LOXIMVI	OSU03012	5	74.48229595
LOXIMVI	PF04217903	1	61.44824809
LOXIMVI	PF04217903	5	84.56061667
LOXIMVI	PF562271	0.08	68.21356378
LOXIMVI	PF562271	0.4	102.8939767
LOXIMVI	SNS-032	0.01	116.8035341
LOXIMVI	SNS-032	0.05	59.67986047
LOXIMVI	SNS314	8e-04	137.1736929
LOXIMVI	SNS314	0.004	64.03435242
LOXIMVI	ABT263	0.4	194.8776879
LOXIMVI	ABT263	2	67.41065808
LOXIMVI	bivanib/BI2536	0.001	32.33607355
