expt_no	cell_line	inhibition_calc_method	first_agent	conc_first_agent	first_agent_inhibition	first_agent_stddev	second_agent	conc_second_agent	second_agent_inhibition	second_agent_stddev	combo_observed	combo_stddev	bliss	observed_bliss_diff
260	PL45	41	BI-2536	0.0192	56.91	2.8455	Pemetrexed	0.0184	-10.62	4.4604	67.79	2.7116	52.33	15.46
257	SU-86-86	41	CMPD-1	6.7498	45.14	3.1598	MLN-8237	0.0162	2.44	6.954	61.93	8.6702	46.48	15.45
260	PL45	41	ABT-199	1	-16.13	8.065	Paclitaxel	0.0119	57.04	4.5632	65.56	1.9668	50.11	15.45
257	SU-86-86	41	AZD-1480	3	-4.47	7.7778	CREBi1	2.0724	4.68	4.0248	15.87	1.7457	0.42	15.45
257	SU-86-86	41	ABT-199	1	-4.27	6.7893	Crizotinib	0.3	1.58	7.8526	12.83	7.1848	-2.62	15.45
257	SU-86-86	41	Dasatinib	0.0294	9.12	2.0064	Gemcitabine	0.0416	44.78	1.7912	65.27	3.2635	49.82	15.45
257	SU-86-86	41	Gemcitabine	0.1	48.14	0	SB225002	0.22	-0.17	6.9496	63.49	1.9047	48.05	15.44
252	PANC-1	41	BIBW-2992	0.0143	18.23	8.7504	GDC-0941	0.6	24.11	6.9919	53.38	18.1492	37.94	15.44
257	SU-86-86	41	GSK1120212	0.0239	24.47	4.894	MLN-8237	0.6658	27.69	6.9225	60.82	3.6492	45.38	15.44
251	MiaPaCa-2	41	CREBi1	4.2459	3.08	24.5784	Foretinib	0.5699	40.27	11.6783	57.55	4.604	42.11	15.44
251	MiaPaCa-2	41	GSK650394A	0.5955	-5.23	25.3132	SN-38	0.0567	64.1	1.923	77.65	1.553	62.22	15.43
257	SU-86-86	41	BIBW-2992	0.5021	11.69	1.4028	CREBi1	2.0724	4.68	4.0248	31.25	4.0625	15.82	15.43
257	SU-86-86	41	CMPD-1	0.845	2.77	4.1827	GSK650394A	2.1931	0.58	10.2892	18.75	3.9375	3.33	15.42
257	SU-86-86	41	BIBW-2992	0.0143	1.5	8.58	GSK1120212	0.0083	19.47	7.9827	36.1	4.693	20.68	15.42
257	SU-86-86	41	AZD-8055	0.0212	-2.83	3.396	Dovitinib	0.1165	1.58	6.636	14.21	6.2524	-1.21	15.42
257	SU-86-86	41	5-fluorouracil	0.926	10.42	3.7512	Simvastatin	1	5.93	3.0836	31.14	6.8508	15.73	15.41
257	SU-86-86	41	AZD-8055	0.0511	15.4	4.928	Dovitinib	1	-1.87	4.114	29.23	4.0922	13.82	15.41
257	SU-86-86	41	Paclitaxel	0.0119	62.81	0	Thapsigargin	0.001	4.86	6.7554	80.03	2.4009	64.62	15.41
260	PL45	41	5-fluorouracil	0.926	-4.43	1.0632	PF-431396	2.143	33.88	7.1148	46.36	0.4636	30.95	15.41
257	SU-86-86	41	GSK1120212	0.0239	24.47	4.894	GSK650394A	0.5955	1.22	8.296	40.8	2.448	25.39	15.41
257	SU-86-86	41	GSK1120212	0.0239	24.47	4.894	Piperlongumine	5	40.03	9.2069	70.1	1.402	54.7	15.4
257	SU-86-86	41	Dasatinib	0.2157	48.94	5.3834	SN-38	0.009	20.78	1.8702	74.95	0.7495	59.55	15.4
260	PL45	41	BIBW-2992	0.5021	18.07	2.5298	PF-431396	2.143	33.88	7.1148	61.22	3.061	45.83	15.39
251	MiaPaCa-2	41	AZD-8055	0.2649	62.72	4.3904	Dovitinib	1	14.4	7.488	83.48		68.09	15.39
260	PL45	41	Dasatinib	0.2157	71.31	0.7131	Dovitinib	0.1165	-25.72	3.0864	79.32	1.5864	63.93	15.39
260	PL45	41	CREBi1	2.0724	-15.17	7.4333	MLN-4924	1.3	74.67	2.2401	86.21	1.7242	70.83	15.38
251	MiaPaCa-2	41	IMD 0354	0.5	-7.85	12.6385	YM155	0.0021	23.16	12.5064	32.51	0.3251	17.13	15.38
260	PL45	41	GDC-0941	1.1616	44.4	0.444	GSK1120212	0.0239	65.26	0.6526	96.05	0.9605	80.68	15.37
252	PANC-1	41	AZD-1480	3	-1.06	19.5676	GSK2334470	0.1007	-4.48	13.216	9.77	6.0574	-5.59	15.36
260	PL45	41	MLN-4924	1.3	74.67	2.2401	SB225002	0.67	-9.64	3.5668	87.59	0.8759	72.23	15.36
252	PANC-1	41	Dasatinib	0.0294	16.6	6.474	GSK650394A	0.5955	6.54	10.0716	37.41	2.9928	22.05	15.36
252	PANC-1	41	IMD 0354	0.5	27	2.43	SN-38	0.0332	13.29	7.0437	52.06	4.6854	36.7	15.36
257	SU-86-86	41	CREBi1	2.0724	4.68	4.0248	Foretinib	0.2066	-5.89	6.7735	14.43	4.6176	-0.93	15.36
257	SU-86-86	41	JQ1	0.9389	57.96	6.9552	Paclitaxel	0.001	11.31	1.9227	78.07	3.9035	62.71	15.36
257	SU-86-86	41	GDC-0941	1.1616	27.5	10.725	Paclitaxel	0.001	11.31	1.9227	51.06	10.7226	35.7	15.36
260	PL45	41	AZD-8055	0.0511	39.56	2.7692	JQ1	0.9389	16.94	2.8798	65.15	0	49.8	15.35
252	PANC-1	41	Flavopiridol	0.2181	16.76	15.922	Oligomycin	7.4095	31.1	1.555	58	8.7	42.65	15.35
257	SU-86-86	41	AZD-8055	0.0212	-2.83	3.396	GSK650394A	1.1269	-1.88	7.3132	10.59	3.4947	-4.76	15.35
260	PL45	41	ABT-199	5	-14.21	3.6946	Erlotinib	0.038	-3.48	6.438	-2.83	8.1221	-18.18	15.35
257	SU-86-86	41	PF-431396	4.3128	49.14	8.3538	YM155	0.0013	25.63	21.5292	77.52	1.5504	62.18	15.34
260	PL45	41	BI-2536	0.0062	3.89	8.8303	Dasatinib	0.2157	71.31	0.7131	87.77	0.8777	72.43	15.34
257	SU-86-86	41	CREBi1	0.9872	2.77	5.4846	Flavopiridol	0.0804	17.23	4.1352	34.86	3.8346	19.52	15.34
257	SU-86-86	41	ABT-199	0.2	1.96	5.782	GSK2334470	8.616	0.15	10.1145	17.44	4.0112	2.11	15.33
257	SU-86-86	41	Gemcitabine	0.5	56.84	2.2736	JQ1	0.4894	41.36	6.6176	90.02	1.8004	74.69	15.33
257	SU-86-86	41	BI-2536	0.0062	4.51	6.4042	IMD 0354	0.13	-1.57	6.908	18.34	2.5676	3.01	15.33
252	PANC-1	41	GSK650394A	1.1269	7.71	5.397	Pemetrexed	1	19.92	12.5496	41.42	4.9704	26.09	15.33
257	SU-86-86	41	AZD-1480	3	-4.47	7.7778	Pemetrexed	0.0184	3.22	4.1538	14.21	5.9682	-1.11	15.32
251	MiaPaCa-2	41	GDC-0941	0.154	-18.09	22.4316	Pemetrexed	1	77.12	3.856	88.3	0.883	72.98	15.32
252	PANC-1	41	17-DMAG	0.0307	22.55	9.922	Vorinostat	0.4261	-14.42	13.2664	26.69	4.8042	11.38	15.31
257	SU-86-86	41	GSK1120212	0.0017	4.04	5.8176	Paclitaxel	0.001	11.31	1.9227	30.19	7.2456	14.89	15.3
260	PL45	41	ABT-199	0.2	-16.18	4.5304	Foretinib	1.4244	54.8	2.192	62.79	6.9069	47.49	15.3
257	SU-86-86	41	AZD-1480	1	2.68	5.628	Pemetrexed	1	57.84	9.8328	74.27	3.7135	58.97	15.3
252	PANC-1	41	BYL-719	0.3639	17.53	2.8048	Flavopiridol	0.2181	16.76	15.922	46.65	3.2655	31.35	15.3
251	MiaPaCa-2	41	Foretinib	1.4244	63.86	4.4702	Vorinostat	0.7687	20.18	6.4576	86.45	0.8645	71.15	15.3
260	PL45	41	MK-1775	0.5941	43.28	2.164	Oligomycin	1.6151	6.47	2.5233	62.25	3.735	46.95	15.3
260	PL45	41	Flavopiridol	0.1381	5.92	9.5312	GSK1120212	0.0083	59.64	2.982	77.32	1.5464	62.03	15.29
257	SU-86-86	41	BRD-7389	0.6297	4.59	11.934	Vorinostat	0.4261	6.34	5.1988	25.93	1.2965	10.64	15.29
257	SU-86-86	41	BI-2536	0.0192	39.47	3.5523	Vorinostat	0.4261	6.34	5.1988	58.6	9.376	43.31	15.29
252	PANC-1	41	Dovitinib	1	10.9	8.175	IMD 0354	0.5	27	2.43	50.25	0.5025	34.96	15.29
257	SU-86-86	41	AZD-1480	3	-4.47	7.7778	IMD 0354	0.13	-1.57	6.908	9.17	2.9344	-6.11	15.28
260	PL45	41	BYL-719	3.9734	28.56	1.9992	CREBi1	0.9872	-11.58	8.106	35.57	2.1342	20.29	15.28
260	PL45	41	CMPD-1	0.845	43.63	4.7993	JQ1	0.2087	-8.11	4.2983	54.34	5.434	39.06	15.28
260	PL45	41	CREBi1	0.9872	-11.58	8.106	MK-1775	0.5941	43.28	2.164	51.99	1.0398	36.71	15.28
260	PL45	41	GSK650394A	2.1931	-8.62	7.6718	MLN-4924	0.5	60.85	2.434	72.76	3.638	57.48	15.28
257	SU-86-86	41	GDC-0941	0.6	14.82	8.5956	MLN-8237	4	37.98	4.5576	62.44	1.2488	47.17	15.27
257	SU-86-86	41	Flavopiridol	0.0804	17.23	4.1352	Piperlongumine	5	40.03	9.2069	65.63	2.6252	50.36	15.27
251	MiaPaCa-2	41	Foretinib	0.5699	40.27	11.6783	SB225002	0.22	22.77	5.2371	69.13	3.4565	53.87	15.26
257	SU-86-86	41	GDC-0941	0.154	4.32	2.8944	GSK2334470	0.551	3.55	6.4965	22.98	4.1364	7.72	15.26
260	PL45	41	AZD-7762	0.2079	37.58	4.1338	BRD-7389	0.6297	-14.32	9.308	43.9	3.951	28.64	15.26
260	PL45	41	AZD-7762	0.552	61.76	4.9408	Dovitinib	1	-19.51	3.5118	69.56	8.3472	54.3	15.26
260	PL45	41	Flavopiridol	0.1381	5.92	9.5312	MK-1775	0.5941	43.28	2.164	61.9	3.714	46.64	15.26
252	PANC-1	41	GSK1120212	0.0239	27.04	1.6224	MK-2206	1.521	24.77	7.9264	60.36	2.4144	45.11	15.25
260	PL45	41	AZD-8055	0.0511	39.56	2.7692	BIBW-2992	0.0143	-3.76	4.8128	52.54	9.4572	37.29	15.25
252	PANC-1	41	BI-2536	0.0062	26.76	14.1828	JQ1	0.2087	6.69	7.6266	46.9	5.159	31.66	15.24
252	PANC-1	41	ABT-199	0.2	6.2	13.268	MK-2206	0.1602	6.64	4.1832	27.67	6.0874	12.43	15.24
252	PANC-1	41	Dasatinib	0.0294	16.6	6.474	PF-431396	4.3128	38.78	4.6536	64.18	3.8508	48.94	15.24
251	MiaPaCa-2	41	Dasatinib	0.0139	-11.78	2.8272	MK-1775	0.3239	42.48	2.124	50.94		35.7	15.24
252	PANC-1	41	AZD-1480	1	-2.68	15.2492	GSK2334470	8.616	29.12	5.5328	42.46	2.9722	27.22	15.24
260	PL45	41	5-fluorouracil	0.926	-4.43	1.0632	Oligomycin	7.4095	16.48	5.768	28.01	8.1229	12.78	15.23
260	PL45	41	AZD-7762	0.552	61.76	4.9408	Foretinib	0.2066	4.25	3.4	78.62	3.931	63.39	15.23
257	SU-86-86	41	Dasatinib	0.0294	9.12	2.0064	Simvastatin	4	59.93	2.3972	78.81	7.881	63.58	15.23
252	PANC-1	41	GSK2334470	0.1007	-4.48	13.216	GSK2334470	0.551	11.21	5.7171	22.46	3.369	7.23	15.23
260	PL45	41	Crizotinib	2.63	22.04	9.6976	IMD 0354	0.5	-4.74	2.607	33.57	8.0568	18.34	15.23
257	SU-86-86	41	BRD-7389	1.2531	17.4	2.958	Paclitaxel	0.0059	46.42	2.321	70.97	0.7097	55.74	15.23
252	PANC-1	41	PF-431396	4.3128	38.78	4.6536	Pemetrexed	1	19.92	12.5496	66.21		50.98	15.23
252	PANC-1	41	AZD-7762	0.552	36.02	5.7632	BYL-719	3.9734	24.45	1.7115	66.88	10.7008	51.66	15.22
257	SU-86-86	41	ABT-199	0.2	1.96	5.782	Foretinib	0.5699	3.53	4.7302	20.64	2.4768	5.42	15.22
257	SU-86-86	41	BYL-719	1.5396	11.75	7.4025	MK-2206	1.521	-2.16	13.5	25.06	7.7686	9.84	15.22
257	SU-86-86	41	AZD-7762	0.1322	58.61	1.7583	SB225002	0.67	18.95	4.927	81.67	0.8167	66.45	15.22
257	SU-86-86	41	ABT-199	1	-4.27	6.7893	SB225002	0.22	-0.17	6.9496	10.77	3.7695	-4.45	15.22
252	PANC-1	41	BYL-719	3.9734	24.45	1.7115	Piperlongumine	2.5	8.36	20.7328	45.98	5.0578	30.77	15.21
257	SU-86-86	41	Crizotinib	2.63	22.18	1.7744	Simvastatin	4	59.93	2.3972	84.03	1.6806	68.82	15.21
252	PANC-1	41	Dasatinib	0.0139	0.74	16.9756	SN-38	0.0332	13.29	7.0437	29.14	5.5366	13.93	15.21
260	PL45	41	GSK1120212	0.0083	59.64	2.982	MK-2206	5	16.97	7.6365	81.7	1.634	66.49	15.21
257	SU-86-86	41	AZD-1480	10	-7.42	10.0912	BIBW-2992	0.5021	11.69	1.4028	20.35	4.477	5.14	15.21
260	PL45	41	MLN-8237	4	26.7	4.005	Pemetrexed	1	13.82	1.382	52.04	1.5612	36.83	15.21
257	SU-86-86	41	AZD-8055	0.0511	15.4	4.928	GSK1120212	0.0017	4.04	5.8176	34.03	8.8478	18.82	15.21
260	PL45	41	CMPD-1	0.845	43.63	4.7993	YM155	0.0021	15.74	4.5646	67.71	2.0313	52.5	15.21
257	SU-86-86	41	ABT-199	0.2	1.96	5.782	Pemetrexed	0.0184	3.22	4.1538	20.32	9.9568	5.12	15.2
260	PL45	41	BIBW-2992	0.5021	18.07	2.5298	Dovitinib	2.6008	3.5	5.845	36.14	0.3614	20.94	15.2
260	PL45	41	17-DMAG	0.0162	26.7	4.539	Flavopiridol	0.0804	12.57	3.3939	51.11	5.6221	35.91	15.2
252	PANC-1	41	ABT-199	0.2	6.2	13.268	Carfilzomib	0.01	57.15	9.144	75.01	3.7505	59.81	15.2
260	PL45	41	Erlotinib	0.1161	0.61	9.2659	GSK650394A	1.1269	-7.76	1.8624	8.09	6.2293	-7.1	15.19
251	MiaPaCa-2	41	Flavopiridol	0.1381	43.66	10.4784	Vorinostat	0.7687	20.18	6.4576	70.22	3.511	55.03	15.19
257	SU-86-86	41	Dovitinib	1	-1.87	4.114	IMD 0354	0.5	24.32	4.6208	38.09	1.1427	22.9	15.19
260	PL45	41	BIBW-2992	0.5021	18.07	2.5298	YM155	0.0021	15.74	4.5646	46.16	7.3856	30.97	15.19
252	PANC-1	41	IMD 0354	0.13	15.83	8.7065	Vorinostat	0.4261	-14.42	13.2664	18.88	4.3424	3.69	15.19
257	SU-86-86	41	MLN-4924	0.27	27.94	5.588	SN-38	0.0332	32.12	6.424	66.27	1.3254	51.09	15.18
252	PANC-1	41	Dasatinib	0.0139	0.74	16.9756	Oligomycin	1.6151	31.56	1.8936	47.25	3.3075	32.07	15.18
257	SU-86-86	41	Gemcitabine	0.5	56.84	2.2736	Thapsigargin	0.001	4.86	6.7554	74.12	2.9648	58.94	15.18
260	PL45	41	ABT-199	0.2	-16.18	4.5304	AZD-8055	0.0511	39.56	2.7692	44.96	1.7984	29.78	15.18
251	MiaPaCa-2	41	GSK2334470	0.1007	-5.25	7.7175	MLN-8237	0.6658	68.14	5.4512	81.65	2.4495	66.47	15.18
257	SU-86-86	41	BYL-719	0.3639	5.39	4.312	GSK1120212	0.0083	19.47	7.9827	38.99	3.5091	23.81	15.18
260	PL45	41	CMPD-1	0.845	43.63	4.7993	GSK650394A	2.1931	-8.62	7.6718	53.94	1.6182	38.77	15.17
257	SU-86-86	41	GDC-0941	0.6	14.82	8.5956	Vorinostat	2.08	43.15	8.1985	66.75	7.3425	51.58	15.17
257	SU-86-86	41	AZD-8055	0.0212	-2.83	3.396	BRD-7389	1.2531	17.4	2.958	30.23	0.6046	15.06	15.17
260	PL45	41	BI-2536	0.0192	56.91	2.8455	BIBW-2992	0.0143	-3.76	4.8128	70.46	3.523	55.29	15.17
260	PL45	41	GSK1120212	0.0239	65.26	0.6526	SB225002	0.22	-14.22	5.9724	75.49	3.0196	60.32	15.17
260	PL45	41	Dovitinib	0.1165	-25.72	3.0864	MK-1775	0.5941	43.28	2.164	43.86	4.8246	28.69	15.17
257	SU-86-86	41	CMPD-1	6.7498	45.14	3.1598	GSK2334470	0.551	3.55	6.4965	62.26	8.0938	47.09	15.17
260	PL45	41	ABT-199	5	-14.21	3.6946	Paclitaxel	0.0119	57.04	4.5632	66.11	4.6277	50.94	15.17
257	SU-86-86	41	CREBi1	4.2459	6.69	5.0175	Dovitinib	0.1165	1.58	6.636	23.33	3.0329	8.16	15.17
257	SU-86-86	41	Crizotinib	2.63	22.18	1.7744	Dasatinib	0.2157	48.94	5.3834	75.44	2.2632	60.27	15.17
257	SU-86-86	41	5-fluorouracil	0.926	10.42	3.7512	GDC-0941	0.154	4.32	2.8944	29.46	3.5352	14.29	15.17
260	PL45	41	BIBW-2992	0.5021	18.07	2.5298	Simvastatin	1	-6.28	4.2704	28.09	6.1798	12.92	15.17
260	PL45	41	GSK650394A	0.5955	-19.74	12.831	Paclitaxel	0.0059	52.29	6.2748	58.03	2.9015	42.87	15.16
251	MiaPaCa-2	41	CREBi1	4.2459	3.08	24.5784	Dovitinib	1	14.4	7.488	32.2	6.762	17.04	15.16
257	SU-86-86	41	IMD 0354	0.5	24.32	4.6208	PF-431396	4.3128	49.14	8.3538	76.67	3.8335	61.51	15.16
260	PL45	41	BI-2536	0.0062	3.89	8.8303	Foretinib	1.4244	54.8	2.192	71.71	3.5855	56.56	15.15
257	SU-86-86	41	GSK2334470	0.551	3.55	6.4965	Pemetrexed	0.0184	3.22	4.1538	21.81	0.6543	6.66	15.15
252	PANC-1	41	GSK650394A	2.1931	-3.08	11.1804	Simvastatin	4	2.33	6.99	14.47	13.3124	-0.68	15.15
260	PL45	41	17-DMAG	0.0307	64.74	1.9422	PF-431396	4.3128	21.06	1.8954	87.32	3.4928	72.17	15.15
260	PL45	41	MLN-4924	0.5	60.85	2.434	Vorinostat	2.08	14.95	2.2425	81.85	0.8185	66.7	15.15
260	PL45	41	Foretinib	0.5699	21.55	3.6635	MLN-8237	0.6658	26.46	7.6734	57.45	1.149	42.31	15.14
251	MiaPaCa-2	41	GSK2334470	0.551	-2.45	22.8095	Thapsigargin	0.001	13.88	3.6088	26.91	2.1528	11.77	15.14
257	SU-86-86	41	ABT-199	5	6.06	5.6358	AZD-1480	10	-7.42	10.0912	14.23	3.8421	-0.91	15.14
251	MiaPaCa-2	41	AZD-1480	3	6.33	4.6842	SN-38	0.0332	67.3	4.711	84.51		69.37	15.14
257	SU-86-86	41	5-fluorouracil	0.926	10.42	3.7512	GSK1120212	0.0017	4.04	5.8176	29.18	7.0032	14.04	15.14
257	SU-86-86	41	BI-2536	0.0062	4.51	6.4042	JQ1	0.2087	13.55	1.626	32.59	9.1252	17.45	15.14
257	SU-86-86	41	AZD-1480	10	-7.42	10.0912	JQ1	0.2087	13.55	1.626	22.28	7.3524	7.14	15.14
252	PANC-1	41	Erlotinib	0.1161	11.51	1.7265	JQ1	0.2087	6.69	7.6266	32.56	0.9768	17.43	15.13
251	MiaPaCa-2	41	Flavopiridol	0.2181	57.61	1.1522	IMD 0354	0.5	-7.85	12.6385	69.41	6.2469	54.28	15.13
260	PL45	41	AZD-7762	0.1322	24.5	4.9	SN-38	0.009	10.31	7.9387	47.41	2.3705	32.28	15.13
252	PANC-1	41	GSK2334470	0.551	11.21	5.7171	GSK650394A	2.1931	-3.08	11.1804	23.61	2.361	8.48	15.13
260	PL45	41	17-DMAG	0.0162	26.7	4.539	YM155	0.0013	0.04	10.1688	41.85	3.348	26.73	15.12
257	SU-86-86	41	Flavopiridol	0.0804	17.23	4.1352	Vorinostat	0.4261	6.34	5.1988	37.6	4.512	22.48	15.12
257	SU-86-86	41	AZD-8055	0.0212	-2.83	3.396	Dasatinib	0.0139	-0.19	6.2852	12.09	6.045	-3.03	15.12
252	PANC-1	41	Paclitaxel	0.001	20.79	7.4844	SN-38	0.0332	13.29	7.0437	46.43		31.32	15.11
252	PANC-1	41	Flavopiridol	0.2181	16.76	15.922	Piperlongumine	1	-1.52	9.4544	30.6	2.448	15.49	15.11
251	MiaPaCa-2	41	Paclitaxel	0.001	25.78	4.1248	SN-38	0.009	44.7	4.47	74.07	3.7035	58.96	15.11
257	SU-86-86	41	Erlotinib	0.1161	6.48	3.1104	Erlotinib	3.1599	14.46	1.3014	35.11	3.8621	20	15.11
252	PANC-1	41	Erlotinib	3.1599	12.26	11.7696	PF-431396	4.3128	38.78	4.6536	61.4	4.298	46.29	15.11
257	SU-86-86	41	BYL-719	1.5396	11.75	7.4025	MLN-4924	0.5	46.71	2.3355	68.08	4.0848	52.97	15.11
257	SU-86-86	41	AZD-1480	3	-4.47	7.7778	GSK650394A	1.1269	-1.88	7.3132	8.67	3.3813	-6.43	15.1
257	SU-86-86	41	GSK2334470	8.616	0.15	10.1145	Gemcitabine	0.1	48.14	0	63.32	8.2316	48.22	15.1
257	SU-86-86	41	Erlotinib	0.1161	6.48	3.1104	Vorinostat	0.7687	9.06	5.6172	30.04	2.7036	14.95	15.09
251	MiaPaCa-2	41	MK-2206	0.1602	-11.27	13.7494	YM155	0.0042	61.17	4.8936	71.87	0.7187	56.79	15.08
257	SU-86-86	41	AZD-1480	3	-4.47	7.7778	Vorinostat	0.7687	9.06	5.6172	20.07	3.2112	4.99	15.08
257	SU-86-86	41	CMPD-1	6.7498	45.14	3.1598	CREBi1	0.9872	2.77	5.4846	61.74	23.4612	46.66	15.08
260	PL45	41	Carfilzomib	0.01	88.42	1.7684	Simvastatin	4	-4.15	1.992	103.02	1.0302	87.94	15.08
260	PL45	41	Erlotinib	0.038	-3.48	6.438	GSK650394A	1.1269	-7.76	1.8624	3.57	3.8556	-11.51	15.08
251	MiaPaCa-2	41	MLN-8237	0.0162	-1.51	15.9456	SN-38	0.009	44.7	4.47	58.93	2.9465	43.86	15.07
260	PL45	41	AZD-8055	0.2649	68.11	4.0866	Foretinib	0.5699	21.55	3.6635	90.05	3.602	74.98	15.07
257	SU-86-86	41	GSK2334470	0.551	3.55	6.4965	Gemcitabine	0.1	48.14	0	65.05	0.6505	49.98	15.07
252	PANC-1	41	ABT-199	1	6.23	13.6437	Simvastatin	1	4.71	8.007	25.71	6.6846	10.65	15.06
260	PL45	41	Erlotinib	0.038	-3.48	6.438	MK-1775	0.3239	17.08	2.9036	29.25	2.925	14.19	15.06
257	SU-86-86	41	Erlotinib	0.1161	6.48	3.1104	MLN-8237	4	37.98	4.5576	57.06	6.8472	42	15.06
260	PL45	41	IMD 0354	0.5	-4.74	2.607	Paclitaxel	0.0119	57.04	4.5632	70.06	4.9042	55	15.06
257	SU-86-86	41	AZD-8055	0.0212	-2.83	3.396	GDC-0941	0.154	4.32	2.8944	16.67	4.5009	1.61	15.06
257	SU-86-86	41	AZD-1480	3	-4.47	7.7778	GSK1120212	0.0017	4.04	5.8176	14.81	1.6291	-0.25	15.06
257	SU-86-86	41	BRD-7389	0.3071	-1.74	6.5772	Dovitinib	1	-1.87	4.114	11.41	8.1011	-3.64	15.05
260	PL45	41	GSK1120212	0.0239	65.26	0.6526	GSK2334470	0.1007	-13.43	6.715	75.64	0.7564	60.59	15.05
252	PANC-1	41	Paclitaxel	0.0059	43.2	7.776	Vorinostat	2.08	-7.24	3.982	54.14		39.09	15.05
257	SU-86-86	41	BRD-7389	0.6297	4.59	11.934	SB225002	0.22	-0.17	6.9496	19.48	5.2596	4.43	15.05
252	PANC-1	41	GSK1120212	0.0017	19.18	5.5622	GSK650394A	0.5955	6.54	10.0716	39.51	3.5559	24.47	15.04
260	PL45	41	GSK1120212	0.0083	59.64	2.982	IMD 0354	0.13	-21.5	7.095	66	2.64	50.96	15.04
260	PL45	41	Dasatinib	0.0294	18.47	5.7257	IMD 0354	1.13	41.52	4.9824	67.36	2.0208	52.32	15.04
260	PL45	41	CMPD-1	6.7498	57.5	0.575	MK-2206	0.1602	-6.58	1.1186	69.74	2.0922	54.7	15.04
257	SU-86-86	41	BIBW-2992	0.5021	11.69	1.4028	BRD-7389	0.6297	4.59	11.934	30.78	3.078	15.74	15.04
260	PL45	41	GSK650394A	0.5955	-19.74	12.831	YM155	0.0042	48.58	6.3154	53.46	12.8304	38.43	15.03
257	SU-86-86	41	CREBi1	0.9872	2.77	5.4846	Erlotinib	0.1161	6.48	3.1104	24.1	3.856	9.07	15.03
252	PANC-1	41	17-DMAG	0.0307	22.55	9.922	5-fluorouracil	0.926	17.86	8.7514	51.4	10.794	36.38	15.02
260	PL45	41	AZD-1480	1	-15.34	3.835	JQ1	0.9389	16.94	2.8798	19.22	3.0752	4.2	15.02
260	PL45	41	BI-2536	0.0062	3.89	8.8303	GSK1120212	0.0017	28.55	4.2825	46.35	3.708	31.33	15.02
260	PL45	41	CREBi1	2.0724	-15.17	7.4333	PF-431396	2.143	33.88	7.1148	38.87	5.8305	23.85	15.02
257	SU-86-86	41	CREBi1	4.2459	6.69	5.0175	GSK650394A	0.5955	1.22	8.296	22.85	1.5995	7.83	15.02
260	PL45	41	AZD-7762	0.552	61.76	4.9408	SB225002	0.67	-9.64	3.5668	73.09	4.3854	58.07	15.02
252	PANC-1	41	Flavopiridol	0.0804	1.46	17.447	GSK1120212	0.0083	24.97	3.9952	41.08	6.5728	26.07	15.01
252	PANC-1	41	Flavopiridol	0.2181	16.76	15.922	Vorinostat	0.4261	-14.42	13.2664	19.77	16.6068	4.76	15.01
251	MiaPaCa-2	41	GSK650394A	0.5955	-5.23	25.3132	Vorinostat	2.08	64.49	7.7388	77.64	2.3292	62.63	15.01
257	SU-86-86	41	GSK1120212	0.0017	4.04	5.8176	MLN-4924	0.5	46.71	2.3355	63.87	3.8322	48.86	15.01
257	SU-86-86	41	BRD-7389	0.3071	-1.74	6.5772	JQ1	0.4894	41.36	6.6176	55.34	4.4272	40.34	15
260	PL45	41	Foretinib	0.5699	21.55	3.6635	GDC-0941	1.1616	44.4	0.444	71.37	0.7137	56.38	14.99
260	PL45	41	AZD-7762	0.552	61.76	4.9408	BYL-719	0.3639	3.38	3.5828	78.04	4.6824	63.05	14.99
257	SU-86-86	41	GSK1120212	0.0017	4.04	5.8176	MK-2206	5	5.31	9.7173	24.13	1.9304	9.14	14.99
257	SU-86-86	41	AZD-1480	1	2.68	5.628	Dasatinib	0.0139	-0.19	6.2852	17.48	3.496	2.5	14.98
260	PL45	41	CMPD-1	0.845	43.63	4.7993	Oligomycin	0.3089	6.24	6.9888	62.13	6.8343	47.15	14.98
260	PL45	41	Dovitinib	2.6008	3.5	5.845	Foretinib	1.4244	54.8	2.192	71.35	1.427	56.38	14.97
251	MiaPaCa-2	41	Dasatinib	0.0139	-11.78	2.8272	SB225002	0.22	22.77	5.2371	28.64		13.67	14.97
260	PL45	41	BI-2536	0.0062	3.89	8.8303	GSK650394A	1.1269	-7.76	1.8624	11.4	10.716	-3.57	14.97
252	PANC-1	41	ABT-199	1	6.23	13.6437	BI-2536	0.0062	26.76	14.1828	46.29	8.3322	31.32	14.97
257	SU-86-86	41	Foretinib	0.5699	3.53	4.7302	IMD 0354	0.5	24.32	4.6208	41.96	1.2588	26.99	14.97
257	SU-86-86	41	BYL-719	0.3639	5.39	4.312	MK-2206	5	5.31	9.7173	25.38	1.5228	10.41	14.97
252	PANC-1	41	PF-431396	2.143	30.57	12.5337	Vorinostat	0.4261	-14.42	13.2664	35.52		20.56	14.96
251	MiaPaCa-2	41	AZD-1480	10	-20.67	6.6144	CREBi1	2.0724	3.2	22.432	-1.85		-16.81	14.96
257	SU-86-86	41	BRD-7389	0.3071	-1.74	6.5772	Piperlongumine	5	40.03	9.2069	53.95	10.79	38.99	14.96
257	SU-86-86	41	BYL-719	1.5396	11.75	7.4025	Foretinib	0.2066	-5.89	6.7735	21.51	0.6453	6.55	14.96
